customer_id,age,gender,region,tenure_months,contract_type,usage_prev_30d_gb,usage_last_30d_gb,avg_call_minutes,support_tickets_last_90d,avg_ticket_resolution_days,monthly_charges,total_charges,late_payments_last_6m,payment_method,churn
100641,70,Male,West,33,Month-to-month,26.84,24.38,,0,2.94,73.15,2461.59,0,Digital wallet,1
100642,66,Female,,27,Month-to-month,34.68,34.81,64.1,0,0.62,78.84,2123.2,2,Bank transfer,0
100643,45,Male,South,30,Month-to-month,20.8,22.85,41.9,0,4.31,67.64,1847.04,0,Digital wallet,1
100644,61,Female,East,2,Two year,47.23,21.48,69.3,0,0.1,17.55,35.18,0,Bank transfer,0
100645,36,Female,North,8,Month-to-month,45.1,28.87,74.0,0,3.05,61.49,477.52,0,Credit card,1
100646,44,Male,North,54,Month-to-month,4.69,3.22,96.3,0,0.1,98.48,5243.59,1,Credit card,1
100647,48,Female,North,26,One year,44.65,44.68,32.8,0,1.53,266.87894615305885,2041.36,1,Credit card,0
100648,72,Female,West,61,One year,29.47,27.49,256.9,2,3.09,52.83,2982.03,0,Credit card,1
100649,66,Female,South,29,Month-to-month,55.84,63.03,130.6,1,3.88,74.2,2052.06,1,Digital wallet,1
100650,45,Male,East,71,One year,26.39,25.35,153.6,0,3.8,37.13,2392.68,1,Credit card,1
100651,55,Female,West,13,One year,18.48,16.61,114.6,1,3.53,82.2,1053.41,0,Digital wallet,1
100652,29,Female,East,14,Two year,21.6,8.21,202.2,1,3.7,52.79,674.92,0,Credit card,1
100653,63,Male,South,42,Month-to-month,37.56,42.58,85.9,0,3.82,69.21,2726.07,1,Mailed check,1
100654,49,Male,South,57,Month-to-month,24.36,23.61,114.2,0,1.65,39.49,2279.46,0,Bank transfer,0
100655,48,Female,South,11,One year,11.66,11.6,60.3,0,1.92,70.35,,0,Credit card,1
100656,61,Female,East,36,Month-to-month,15.84,17.41,100.7,3,3.5,15.0,514.04,0,Credit card,1
100657,54,Female,West,16,One year,41.29,38.66,108.4,0,4.13,54.15,877.43,1,Credit card,0
100658,22,Female,West,53,One year,6.79,6.84,64.1,0,2.25,45.82,2466.25,0,Credit card,0
100659,34,Male,South,40,One year,5.76,2.55,129.6,1,1.66,46.71,1891.47,1,Digital wallet,1
100660,28,Male,South,47,Two year,53.18,19.43,136.1,2,1.61,15.0,697.74,0,Credit card,1
100661,59,Female,West,20,One year,17.69,9.89,155.3,1,1.22,47.68,957.9,0,Bank transfer,0
100662,20,Male,North,21,Two year,35.67,39.59,134.5,0,3.17,71.44,1499.88,0,Digital wallet,0
100663,29,Male,West,46,One year,32.67,30.28,103.0,0,4.16,42.56,1922.43,0,Bank transfer,1
100664,52,Female,North,26,Month-to-month,22.21,24.84,171.7,0,3.19,76.45,1904.46,1,Digital wallet,0
100665,57,Male,East,50,One year,54.51,49.47,113.6,1,2.43,87.35,4003.27,0,Credit card,0
100666,46,Male,West,11,One year,41.03,45.39,26.5,1,5.34,72.21,813.99,1,Digital wallet,1
100667,67,Male,South,22,Two year,29.67,6.51,43.5,1,2.47,74.46,1596.82,0,Bank transfer,1
100668,70,Male,North,8,Month-to-month,16.34,15.82,59.5,0,4.55,71.52,582.15,0,Credit card,0
100669,25,Male,West,7,Month-to-month,35.93,36.45,69.3,0,0.85,78.47,533.05,0,Digital wallet,1
100670,72,Male,South,19,Two year,39.97,40.59,129.9,2,2.81,47.99,908.07,0,Bank transfer,0
100671,53,Male,South,35,Month-to-month,26.57,17.99,206.8,1,1.02,43.33,1588.16,0,Credit card,1
100672,54,Male,South,11,One year,31.98,29.15,143.4,1,1.11,43.99,442.4,1,Digital wallet,1
100673,23,Female,South,7,Month-to-month,36.67,33.08,126.0,0,1.28,81.58,538.75,0,Mailed check,1
100674,53,Female,East,63,Month-to-month,28.61,30.42,31.9,0,2.59,43.63,2580.0,1,Bank transfer,0
100675,59,Female,North,37,Month-to-month,17.89,8.49,19.6,1,1.8,57.35,2194.45,0,Digital wallet,0
100676,51,Female,South,51,Two year,10.33,11.34,223.2,1,0.1,54.01,2530.16,0,Digital wallet,0
100677,22,Male,West,52,Month-to-month,33.45,29.81,83.1,0,1.85,69.1,3686.12,1,Mailed check,1
100678,47,Female,North,8,One year,12.39,4.16,131.4,0,1.56,80.29,588.15,0,Credit card,1
100679,71,Female,South,45,One year,39.71,42.71,140.3,0,0.1,80.29,3784.01,1,Bank transfer,0
100680,59,Male,East,62,One year,24.9,23.61,311.1,0,3.18,19.97,1141.2,0,Credit card,0
100681,25,Male,West,32,Month-to-month,47.01,10.28,260.0,0,3.5,73.32,2124.71,0,Bank transfer,1
100682,72,Female,East,62,Month-to-month,36.48,37.52,342.2,3,3.43,63.51,4084.32,1,Bank transfer,0
100683,72,Female,West,68,Two year,42.79,20.55,154.4,2,5.05,69.01,4877.22,0,Bank transfer,0
100684,27,Male,North,39,Month-to-month,19.69,19.89,236.6,0,0.82,56.24,2124.66,1,Mailed check,0
100685,63,Male,South,8,Month-to-month,26.09,12.86,52.0,0,0.85,44.66,354.72,1,Mailed check,0
100686,41,Male,West,44,Two year,33.47,35.91,314.6,1,2.45,88.84,3631.94,0,Credit card,1
100687,51,Male,West,63,Month-to-month,31.71,32.1,169.2,1,2.32,59.57,3915.77,0,Bank transfer,0
100688,43,Female,East,42,Month-to-month,27.27,14.93,91.4,0,2.7,95.17,4100.71,0,Credit card,0
100689,62,Female,South,57,Two year,21.96,19.28,179.3,1,3.75,63.85,3759.78,0,Bank transfer,0
100690,74,Male,South,39,Month-to-month,9.91,9.26,208.2,2,2.12,64.5,2582.85,0,Digital wallet,1
100691,63,Female,North,30,Month-to-month,17.61,17.08,146.7,0,4.05,47.34,1396.24,1,Bank transfer,0
100692,71,Female,West,68,Month-to-month,7.26,7.41,13.4,3,1.34,64.28,4151.67,0,Credit card,0
100693,71,Female,West,11,One year,12.32,5.7,215.3,1,,87.79,1013.0,0,Mailed check,1
100694,23,Male,South,32,Two year,30.14,27.15,104.4,0,0.83,61.51,1889.07,0,Digital wallet,0
100695,32,Female,North,12,One year,25.18,23.95,146.4,1,0.1,69.95,877.82,0,Digital wallet,0
100696,59,Female,South,47,Two year,27.87,24.22,58.2,0,0.1,105.45,4633.91,0,Digital wallet,0
100697,51,Female,North,66,Month-to-month,31.29,29.63,92.0,2,3.84,34.84,2276.22,1,Credit card,0
100698,20,Male,East,71,One year,9.19,4.21,81.6,0,4.15,41.51,2895.89,0,Bank transfer,0
100699,23,Male,East,17,Month-to-month,26.14,26.23,51.1,1,0.58,72.47,1157.95,0,Bank transfer,0
100700,47,Female,North,52,Two year,4.84,5.48,26.5,0,3.9,22.12,1080.02,1,Mailed check,0
100701,53,Male,East,63,Two year,49.91,17.57,93.9,0,0.1,77.75,4982.76,0,Digital wallet,0
100702,27,Female,West,60,Month-to-month,38.27,34.57,60.5,0,0.95,44.94,2560.94,0,Credit card,0
100703,27,Male,North,36,Two year,35.65,10.59,123.1,0,1.8,53.66,1932.23,0,Digital wallet,1
100704,25,Female,South,13,One year,29.77,25.55,133.8,0,4.08,86.14,1096.31,2,Credit card,0
100705,50,Male,South,33,Month-to-month,42.74,41.16,262.7,0,5.21,33.55,1027.64,1,Credit card,0
100706,18,Male,North,56,One year,23.68,24.44,5.8,1,1.81,15.13,798.3,0,Mailed check,0
100707,50,Male,South,44,Two year,19.56,20.19,,0,2.4,15.0,625.88,0,Credit card,0
100708,45,Male,East,28,Month-to-month,36.8,35.1,209.1,2,,72.04,1897.33,1,Credit card,1
100709,44,Male,North,16,Month-to-month,43.38,37.37,130.6,1,5.87,85.97,1258.94,0,Bank transfer,0
100710,56,Male,North,47,Two year,23.33,26.26,143.2,2,4.28,38.1,1613.93,0,Bank transfer,0
100711,47,Male,West,31,Month-to-month,14.57,14.58,119.7,1,0.68,91.51,2893.47,1,Mailed check,0
100712,59,Female,South,34,Month-to-month,64.67,70.04,190.0,0,3.81,63.24,2020.4,2,Bank transfer,1
100713,61,Female,East,67,One year,57.25,55.48,119.3,0,1.53,65.82,4563.57,0,Bank transfer,0
100714,70,Female,East,1,One year,23.67,26.02,117.3,0,4.6,87.91,79.47,1,Digital wallet,0
100715,63,Male,West,17,Month-to-month,4.72,5.12,59.3,2,3.45,20.21,349.62,0,Credit card,0
100716,47,Female,East,66,Month-to-month,38.35,33.69,65.9,0,0.97,80.89,5044.2,1,Bank transfer,0
100717,46,Female,West,66,Two year,87.05,28.33,131.3,1,4.16,18.59,1227.75,0,Bank transfer,0
100718,31,Male,East,22,Month-to-month,41.17,35.63,87.0,1,3.29,23.95,529.06,0,Digital wallet,0
100719,52,Female,South,71,One year,42.36,37.91,40.4,0,3.1,27.9,1847.55,1,Credit card,0
100720,25,Female,South,16,Two year,30.55,33.51,81.7,0,2.54,79.03,1176.32,0,Credit card,0
100721,71,Male,South,4,Month-to-month,35.61,33.15,172.5,2,1.71,80.48,330.79,1,Credit card,0
100722,66,Male,South,22,Two year,43.73,42.36,124.0,0,3.43,85.81,1763.3,0,Digital wallet,0
100723,24,Male,North,38,One year,24.89,25.47,74.5,0,5.8,62.66,2186.11,0,Credit card,0
100724,62,Male,South,1,Two year,23.36,24.42,107.1,1,5.36,54.16,54.34,0,Mailed check,1
100725,24,Female,South,13,Month-to-month,31.52,12.21,182.9,0,2.22,76.01,921.51,0,Digital wallet,1
100726,59,Female,North,57,Month-to-month,33.35,19.56,58.4,0,0.1,59.74,3434.25,1,Digital wallet,0
100727,22,Female,North,45,One year,6.95,1.8,55.0,1,1.68,68.54,2988.17,1,Digital wallet,1
100728,45,Male,West,43,Two year,70.24,68.69,121.5,0,2.72,61.48,2522.69,2,Credit card,0
100729,55,Male,East,71,Two year,30.73,30.27,82.5,1,2.93,61.89,3995.01,0,Credit card,0
100730,59,Female,West,17,Month-to-month,50.61,48.0,121.5,0,3.85,114.11,1831.54,0,Bank transfer,1
100731,41,Male,South,64,Month-to-month,31.71,16.55,111.1,0,3.59,85.89,5163.06,1,Credit card,0
100732,70,Female,West,26,Month-to-month,18.31,4.01,121.3,0,3.61,75.26,1980.05,0,Bank transfer,1
100733,62,Female,West,66,One year,41.23,36.21,268.2,0,1.55,53.71,3456.31,0,Credit card,0
100734,29,Male,North,56,Two year,11.72,2.6,47.7,0,1.72,64.82,3763.85,0,Mailed check,0
100735,56,Female,West,16,One year,44.43,39.74,158.3,0,0.88,87.83,1282.05,0,Bank transfer,1
100736,59,Male,North,15,Month-to-month,45.82,15.43,139.0,0,2.89,67.87,994.21,0,Bank transfer,1
100737,37,Male,East,39,Two year,33.11,12.54,154.0,1,3.8,53.28,1945.03,1,Bank transfer,0
100738,60,Male,West,36,Month-to-month,35.83,40.02,30.2,2,4.1,21.65,755.57,1,Mailed check,0
100739,69,Male,South,17,Month-to-month,10.12,11.56,167.4,1,0.1,54.11,855.27,2,Digital wallet,1
100740,64,Male,East,19,One year,43.57,12.85,94.4,0,3.21,80.42,1445.76,0,Digital wallet,0
100741,61,Female,South,64,Month-to-month,23.54,25.84,118.4,0,0.94,31.81,2040.78,0,Credit card,0
100742,54,Female,North,54,One year,37.53,35.34,101.6,1,3.39,99.94,5521.26,1,Credit card,0
100743,33,Male,North,14,One year,27.0,17.36,63.5,0,0.93,69.48,956.51,0,Credit card,0
100744,63,Female,North,52,Month-to-month,30.68,27.72,96.3,0,3.6,98.37,4848.26,1,Credit card,0
100745,38,Female,North,11,Month-to-month,41.62,41.73,110.9,0,1.53,61.32,643.97,1,Digital wallet,1
100746,48,Male,East,32,Month-to-month,26.21,9.24,146.2,0,1.56,15.0,469.08,1,Bank transfer,0
100747,35,Male,South,1,One year,26.85,23.58,132.8,1,3.71,53.32,52.4,0,Bank transfer,0
100748,35,Male,South,47,Month-to-month,63.3,27.48,103.8,0,1.67,46.53,2236.82,3,Credit card,0
100749,26,Female,East,13,Month-to-month,52.38,36.51,113.7,4,3.94,41.65,564.96,0,Mailed check,1
100750,72,Female,North,17,Month-to-month,25.25,28.39,112.9,0,3.61,75.01,1185.98,0,Mailed check,0
100751,26,Male,North,14,One year,29.72,9.72,143.9,1,2.33,40.28,585.74,0,Bank transfer,0
100752,22,Female,West,14,Month-to-month,21.6,23.34,166.6,0,1.82,26.91,371.79,0,Mailed check,0
100753,71,Male,West,6,Month-to-month,30.51,34.85,175.9,1,4.41,47.05,269.16,0,Digital wallet,0
100754,49,Female,South,40,Month-to-month,22.04,24.39,89.4,0,3.74,83.61,3104.38,0,Credit card,1
100755,42,Female,North,62,Month-to-month,24.55,23.88,14.4,1,4.96,56.11,3472.73,0,Mailed check,0
100756,60,Female,West,22,Month-to-month,4.45,4.2,94.2,0,0.1,40.05,882.63,0,Credit card,1
100757,39,Male,West,56,Month-to-month,21.34,23.48,84.5,1,2.07,52.45,3039.8,0,Credit card,0
100758,25,Male,South,39,One year,26.15,26.84,111.4,1,1.82,89.85,3325.38,0,Mailed check,0
100759,59,Female,North,19,Month-to-month,50.84,56.61,309.2,0,3.27,74.64,1390.78,1,Credit card,0
100760,28,Male,North,5,Month-to-month,23.96,12.2,88.9,1,1.08,75.81,377.53,0,Bank transfer,1
100761,49,Male,East,56,Two year,34.64,19.86,154.1,2,1.29,74.27,4228.64,0,Mailed check,0
100762,72,Male,West,2,Month-to-month,26.92,9.03,155.8,1,2.56,21.14,43.46,0,Mailed check,0
100763,71,Female,East,30,Month-to-month,22.53,5.15,135.7,2,0.1,59.35,1799.09,0,Digital wallet,1
100764,38,Male,South,3,Month-to-month,17.13,16.23,28.9,1,0.1,87.55,248.19,0,Mailed check,0
100765,62,Female,East,56,Month-to-month,27.94,28.33,105.5,1,2.33,15.0,819.43,0,Bank transfer,0
100766,52,Female,West,71,Month-to-month,39.91,39.46,143.1,0,6.48,15.0,1043.35,0,Mailed check,0
100767,45,Female,South,23,Two year,14.64,13.25,69.7,0,2.67,35.35,851.15,1,Credit card,1
100768,25,Female,West,23,Month-to-month,36.9,37.36,32.9,0,1.94,43.59,983.03,1,Credit card,0
100769,39,Male,South,41,One year,20.52,17.96,144.9,0,3.15,63.24,2349.33,1,Credit card,0
100770,55,Female,South,36,Two year,71.02,68.35,170.7,0,3.37,29.82,1086.91,0,Bank transfer,0
100771,74,Female,East,28,Month-to-month,30.33,30.63,101.2,2,2.31,74.8,2008.74,0,Credit card,0
100772,18,Female,South,26,One year,26.3,23.5,80.2,0,1.49,118.03,3000.0,1,Credit card,0
100773,58,Female,West,14,Month-to-month,30.32,32.63,226.5,1,0.15,47.97,678.97,0,Bank transfer,0
100774,66,Female,South,18,Month-to-month,37.61,22.4,173.9,0,3.85,26.99,507.44,1,Credit card,0
100775,72,Female,South,42,Two year,18.72,16.98,56.4,0,1.79,51.51,2208.28,0,Credit card,0
100776,42,Female,South,53,Month-to-month,28.97,30.96,119.6,1,3.21,75.82,3770.54,0,Credit card,0
100777,24,Male,South,54,Two year,30.34,26.01,60.9,0,,66.04,3325.39,0,Credit card,1
100778,33,Male,South,37,One year,19.3,20.39,90.7,2,2.04,80.69,3124.75,0,Credit card,0
100779,66,Male,East,54,Month-to-month,17.69,6.1,208.0,0,0.3,55.29,2782.56,0,Bank transfer,0
100780,68,Female,South,43,Month-to-month,47.88,46.45,208.9,2,2.16,70.45,2789.05,0,Credit card,0
100781,54,Male,South,26,One year,21.15,22.99,78.7,1,2.27,126.41,3398.87,0,Digital wallet,0
100782,24,Male,East,26,Month-to-month,31.91,32.5,151.3,0,3.24,52.27,1313.87,1,Credit card,1
100783,24,Female,North,37,Month-to-month,35.2,33.93,57.3,1,1.64,62.01,2081.7,0,Credit card,1
100784,45,Male,East,22,Month-to-month,18.0,18.88,302.5,2,1.57,73.55,,0,Credit card,0
100785,51,Female,South,55,Month-to-month,33.7,32.56,32.7,1,1.92,124.74,6554.34,0,Credit card,1
100786,19,Female,South,14,Two year,29.87,10.77,88.8,2,3.06,83.7,1131.59,0,Credit card,1
100787,57,Male,East,4,Month-to-month,33.08,31.65,151.0,1,3.85,64.92,,0,Mailed check,1
100788,49,Male,West,35,Month-to-month,43.7,17.8,63.9,0,6.0,50.77,1863.61,2,Bank transfer,0
100789,18,Female,West,6,One year,31.64,30.93,56.8,1,5.39,95.96,527.71,0,Mailed check,0
100790,23,Female,South,14,One year,26.03,27.68,107.5,0,2.3,60.14,787.68,0,Bank transfer,0
100791,43,Female,South,27,Two year,14.46,14.96,74.0,0,1.42,100.41,2780.09,1,Credit card,0
100792,59,Female,East,1,Two year,31.02,34.9,29.3,1,1.56,55.73,51.3,1,Mailed check,1
100793,65,Male,East,16,Month-to-month,48.7,10.69,,1,0.53,47.38,793.0,1,Credit card,1
100794,42,Female,East,39,Month-to-month,28.53,24.25,147.7,2,2.69,25.88,958.12,0,Mailed check,0
100795,34,Male,East,27,One year,52.74,47.37,96.9,1,1.01,75.12,2017.13,0,Bank transfer,0
100796,73,Male,West,64,Month-to-month,31.28,19.57,105.7,1,0.84,16.99,1010.61,0,Digital wallet,0
100797,44,Female,North,7,One year,30.69,30.63,135.7,0,0.94,93.61,620.85,0,Digital wallet,0
100798,35,Male,East,52,Month-to-month,36.81,38.69,256.4,4,3.83,26.35,1347.22,0,Credit card,0
100799,43,Female,North,43,Two year,18.06,15.83,86.0,2,2.38,16.73,751.56,0,Credit card,0
100800,18,Female,South,46,One year,29.48,27.66,130.3,1,0.46,61.13,2690.59,0,Digital wallet,0
100801,35,Male,East,48,One year,24.89,28.54,106.1,0,3.82,86.16,4282.27,0,Digital wallet,0
100802,47,Female,South,4,Month-to-month,22.59,14.27,54.5,2,4.29,59.32,220.97,0,Credit card,0
100803,70,Female,South,57,Two year,62.01,58.8,161.8,1,1.81,81.38,4199.52,0,Digital wallet,0
100804,60,Male,West,24,One year,31.21,30.09,221.0,1,1.32,70.27,1730.39,1,Bank transfer,0
100805,62,Female,,47,Two year,17.74,16.35,147.8,1,1.19,79.38,3751.51,1,Digital wallet,0
100806,49,Male,South,21,Two year,15.36,13.14,22.9,0,2.9,101.69,1958.92,1,Bank transfer,0
100807,24,Female,West,29,Month-to-month,24.11,15.33,89.1,0,3.87,44.67,1169.95,0,Credit card,0
100808,40,Male,South,50,Month-to-month,34.33,10.0,147.5,1,2.75,66.17,3385.04,0,Credit card,0
100809,74,Female,West,67,Month-to-month,0.21,0.19,187.8,0,0.48,15.0,930.3,0,Bank transfer,0
100810,20,Female,North,63,One year,32.61,29.29,38.6,1,4.1,96.51,5908.8,0,Mailed check,0
100811,68,Female,North,52,One year,42.44,40.92,53.5,0,2.42,53.8,2875.72,0,Digital wallet,0
100812,57,Male,South,39,Month-to-month,15.46,10.64,132.8,0,2.2,63.7,2448.09,0,Bank transfer,1
100813,34,Female,North,38,Two year,42.68,39.26,114.7,2,3.15,54.22,2132.54,0,Digital wallet,0
100814,62,Male,South,69,Month-to-month,31.77,30.85,107.6,1,4.07,45.34,2833.02,0,Bank transfer,0
100815,65,Male,North,15,One year,13.81,7.33,248.6,0,0.79,81.18,1173.34,0,Bank transfer,0
100816,20,Female,East,68,Month-to-month,10.66,9.92,261.9,0,0.49,76.51,4836.01,0,Credit card,0
100817,24,Female,North,47,Month-to-month,43.24,48.63,61.3,0,2.43,48.49,2188.43,1,Bank transfer,0
100818,55,Female,North,44,Month-to-month,22.82,21.39,31.6,1,2.45,105.67,4715.41,0,Bank transfer,0
100819,74,Male,West,43,One year,35.65,32.32,103.4,0,3.85,83.7,3721.13,0,Mailed check,0
100820,19,Female,East,58,One year,14.21,15.33,159.9,0,4.4,102.61,5488.55,0,Credit card,0
100821,55,Female,West,49,Month-to-month,24.24,26.51,197.7,0,1.75,15.67,730.92,0,Bank transfer,0
100822,25,Female,South,7,Month-to-month,32.74,33.36,86.8,1,2.99,46.63,,0,Credit card,0
100823,55,Male,North,56,One year,50.29,47.95,70.3,0,3.19,86.65,4547.68,0,Digital wallet,0
100824,53,Female,East,52,Month-to-month,54.94,27.27,137.1,0,3.34,31.78,1536.46,0,Mailed check,0
100825,23,Female,East,65,One year,49.32,54.27,94.9,0,0.1,52.05,3461.92,0,Mailed check,0
100826,56,Female,North,67,Month-to-month,92.45,97.16,111.4,1,3.28,36.69,2532.3,0,Bank transfer,0
100827,69,Male,West,68,Two year,35.83,20.11,148.3,1,1.25,72.43,4455.19,0,Bank transfer,0
100828,67,Male,East,4,One year,11.01,10.62,98.5,1,3.36,53.95,224.04,0,Credit card,0
100829,19,Male,East,45,Month-to-month,20.83,12.04,43.2,0,0.76,37.23,1706.31,1,Mailed check,1
100830,32,Female,South,67,One year,49.13,47.53,71.5,1,2.59,105.9,6693.02,0,Credit card,0
100831,31,Male,East,69,Month-to-month,22.97,19.54,73.8,2,2.04,78.85,5417.8,0,Digital wallet,0
100832,43,Male,North,40,Two year,6.31,5.48,74.3,2,5.69,78.34,3037.81,1,Bank transfer,0
100833,26,Female,West,65,One year,25.65,22.84,27.8,0,1.15,67.58,4089.53,0,Bank transfer,0
100834,66,Male,South,63,Month-to-month,47.48,43.88,283.7,1,1.04,84.05,4853.19,0,Bank transfer,0
100835,62,Female,North,1,One year,13.73,5.6,53.2,0,4.7,76.55,75.68,0,Bank transfer,1
100836,64,Female,North,63,Month-to-month,49.76,56.12,165.0,0,3.77,17.24,983.03,0,Bank transfer,0
100837,29,Male,East,46,Two year,65.92,72.28,64.9,1,2.86,111.63,5239.49,0,Bank transfer,0
100838,18,Male,West,41,Two year,33.8,29.14,86.3,1,1.72,107.51,4403.64,0,Mailed check,0
100839,69,Female,West,13,One year,76.18,65.09,109.7,0,0.71,52.36,678.96,0,Bank transfer,0
100840,34,Male,East,66,Month-to-month,59.5,61.04,76.7,0,1.79,22.21,1438.73,0,Bank transfer,0
100841,55,Female,,21,One year,38.85,37.41,235.7,1,1.63,36.65,763.89,0,Credit card,0
100842,69,Male,East,30,Month-to-month,36.63,18.02,501.6,1,1.38,37.47,1166.38,0,Bank transfer,1
100843,20,Male,South,22,Month-to-month,33.96,16.73,30.2,1,1.66,71.38,1544.76,0,Mailed check,0
100844,18,Male,East,69,Two year,22.04,24.04,190.7,1,1.59,53.73,3490.63,0,Bank transfer,0
100845,18,Female,North,35,Month-to-month,37.36,7.62,,0,3.88,48.76,1720.93,1,Credit card,1
100846,26,Male,North,9,Month-to-month,10.3,11.76,89.1,0,0.35,79.7,681.69,0,Bank transfer,0
100847,20,Male,South,1,Month-to-month,67.45,67.33,173.2,0,3.03,61.32,63.15,0,Bank transfer,0
100848,64,Male,,70,Two year,70.27,63.47,200.4,1,2.84,88.09,5957.02,0,Credit card,0
100849,52,Male,West,17,Two year,11.56,12.92,103.2,3,2.34,62.92,1005.46,0,Bank transfer,0
100850,73,Male,West,55,Month-to-month,38.47,37.58,,0,3.44,106.65,5347.58,0,Bank transfer,0
100851,63,Female,South,3,Month-to-month,53.32,51.99,25.2,0,3.08,120.42,343.21,1,Credit card,1
100852,72,Female,East,64,Two year,26.34,5.4,159.3,0,2.59,70.36,4402.62,0,Bank transfer,0
100853,31,Male,South,47,Month-to-month,29.62,31.43,111.6,2,4.09,56.51,2422.12,1,Bank transfer,1
100854,34,Female,North,16,Two year,24.64,10.73,124.3,2,0.1,62.82,1051.79,1,Mailed check,0
100855,66,Female,South,64,Two year,20.49,19.69,188.4,0,5.73,90.95,5767.61,0,Credit card,0
100856,31,Female,North,22,One year,36.05,17.28,150.0,3,4.2,86.27,1926.28,0,Digital wallet,1
100857,21,Female,South,71,Month-to-month,52.12,47.97,287.8,0,5.03,16.83,1089.6,0,Credit card,0
100858,56,Male,North,43,One year,9.85,5.46,315.3,1,1.13,78.37,3238.19,0,Bank transfer,0
100859,63,Female,North,32,Two year,15.91,17.06,98.1,1,2.56,54.75,1678.59,0,Digital wallet,0
100860,73,Female,North,5,Month-to-month,16.81,9.69,48.4,0,2.92,71.39,357.19,1,Mailed check,0
100861,70,Female,West,19,Two year,18.95,17.16,108.3,1,1.9,64.41,1188.07,0,Digital wallet,0
100862,24,Male,North,5,Month-to-month,46.05,39.68,61.2,0,2.73,54.48,255.4,0,Credit card,0
100863,62,Female,South,61,Two year,44.12,44.09,83.6,0,2.85,22.78,1406.58,0,Credit card,0
100864,66,Female,South,8,One year,43.29,37.24,117.7,0,0.66,24.77,198.98,0,Credit card,0
100865,57,Female,South,9,Month-to-month,4.71,5.12,38.0,0,3.57,57.47,497.25,3,Bank transfer,1
100866,64,Male,South,9,Month-to-month,41.07,20.24,145.4,0,3.45,61.05,566.69,0,Credit card,0
100867,65,Male,North,70,Month-to-month,56.1,64.14,103.5,1,1.45,62.84,4051.75,0,Mailed check,0
100868,43,Female,East,69,Month-to-month,40.85,46.35,68.7,0,0.51,71.03,4788.92,0,Credit card,0
100869,20,Male,East,51,Two year,27.73,24.81,17.7,0,2.66,43.95,2303.0,0,Digital wallet,0
100870,44,Male,East,6,Month-to-month,29.2,9.99,185.0,1,1.23,29.53,178.23,1,Credit card,1
100871,29,Female,East,36,Two year,33.0,37.28,201.2,0,2.9,89.16,3142.06,0,Digital wallet,0
100872,24,Female,South,68,Month-to-month,28.4,25.09,189.5,2,1.31,78.47,4878.02,0,Credit card,0
100873,25,Male,South,7,One year,21.79,20.84,60.9,0,4.75,46.94,297.43,0,Bank transfer,0
100874,57,Male,North,57,Two year,5.79,5.07,137.8,0,1.47,86.28,4920.07,1,Credit card,1
100875,46,Male,South,2,One year,22.87,11.66,205.5,1,1.16,39.38,76.06,1,Digital wallet,0
100876,48,Male,North,58,Two year,59.53,65.29,130.5,1,2.54,70.17,3917.87,1,Bank transfer,0
100877,60,Male,South,39,Two year,5.07,4.65,123.9,0,0.1,70.48,2635.07,0,Mailed check,0
100878,49,Female,East,64,One year,33.36,35.01,,1,1.2,48.69,2885.64,1,Credit card,0
100879,53,Female,North,30,One year,55.85,18.43,256.7,0,0.1,76.95,2271.7,0,Mailed check,0
100880,22,Male,North,56,Month-to-month,40.08,43.24,83.6,1,2.82,32.13,1721.93,0,Credit card,0
100881,66,Male,East,60,Month-to-month,49.75,47.97,75.0,0,3.89,63.93,3494.41,1,Bank transfer,0
100882,43,Female,South,24,Month-to-month,49.61,53.92,65.5,0,1.86,64.01,1596.55,0,Credit card,0
100883,26,Male,West,46,Two year,8.71,8.25,28.9,2,4.38,37.0,1659.37,2,Bank transfer,0
100884,64,Male,West,33,One year,55.32,33.68,235.3,1,1.22,80.52,2491.02,1,Digital wallet,1
100885,59,Male,West,31,One year,59.42,53.15,129.4,1,1.8,92.78,2892.31,1,Bank transfer,0
100886,21,Female,South,57,Two year,8.3,8.2,84.7,0,3.84,63.15,3698.36,0,Digital wallet,0
100887,29,Male,North,17,Month-to-month,28.75,30.56,115.4,1,3.57,66.74,1072.14,0,Digital wallet,1
100888,18,Male,East,9,Two year,30.7,26.46,247.2,2,3.18,57.69,539.62,0,Bank transfer,0
100889,33,Female,East,35,Month-to-month,23.48,25.64,39.8,0,4.16,62.35,2157.54,0,Mailed check,1
100890,23,Male,East,59,Month-to-month,21.74,20.15,230.8,2,2.42,51.86,2873.21,1,Digital wallet,0
100891,58,Male,South,12,One year,14.27,15.05,109.2,0,2.95,64.83,782.18,1,Mailed check,0
100892,47,Male,North,25,Month-to-month,46.34,40.97,143.2,1,1.48,58.14,1443.31,0,Bank transfer,0
100893,73,Female,North,48,One year,53.05,51.29,148.0,0,5.39,105.43,5255.44,0,Mailed check,0
100894,60,Female,North,34,One year,21.12,20.9,255.2,0,1.82,58.84,2066.23,0,Credit card,0
100895,52,Female,North,44,Two year,50.54,50.06,63.4,0,2.18,40.56,1767.74,1,Mailed check,0
100896,47,Male,West,38,Month-to-month,22.81,21.26,348.1,1,2.81,21.08,797.04,0,Bank transfer,0
100897,21,Male,North,58,Month-to-month,18.58,18.74,46.3,1,3.5,89.43,4834.68,0,Credit card,1
