machine_id,hour,operating_hours,hours_since_maintenance,temperature_c,vibration_mm_s,pressure_kpa,failure_event
5,750,750,234,63.11,0.224,100.96,0
5,751,751,235,65.08,0.53,100.33,0
5,752,752,236,65.42,0.453,103.95,0
5,753,753,237,64.29,0.532,103.99,0
5,754,754,238,64.63,0.44,101.03,0
5,755,755,239,63.86,0.383,99.5,0
5,756,756,240,66.38,0.505,101.84,0
5,757,757,241,65.3,0.461,105.83,0
5,758,758,242,66.66,0.418,103.84,0
5,759,759,243,62.2,0.399,100.25,0
5,760,760,244,65.67,0.392,100.2,0
5,761,761,245,63.81,0.287,98.88,0
5,762,762,246,63.35,0.499,102.75,0
5,763,763,247,66.4,0.652,104.33,0
5,764,764,248,61.87,0.381,105.8,0
5,765,765,249,65.35,0.499,102.62,0
5,766,766,250,62.64,0.503,101.72,0
5,767,767,251,63.32,0.498,106.28,0
5,768,768,252,64.74,0.304,101.77,0
5,769,769,253,63.47,0.169,100.87,0
5,770,770,254,65.72,0.341,101.82,0
5,771,771,255,64.8,0.398,101.06,0
5,772,772,256,64.46,0.419,101.7,0
5,773,773,257,65.92,0.394,100.0,0
5,774,774,258,65.88,0.373,107.23,0
5,775,775,259,64.58,0.683,102.65,0
5,776,776,260,65.56,0.557,103.07,0
5,777,777,261,64.79,0.411,99.79,0
5,778,778,262,63.34,0.55,96.13,0
5,779,779,263,68.02,0.56,101.26,0
5,780,780,264,68.05,0.67,104.73,0
5,781,781,265,60.77,0.216,103.58,0
5,782,782,266,62.9,0.496,100.97,0
5,783,783,267,65.66,0.41,101.96,0
5,784,784,268,61.99,0.442,99.77,0
5,785,785,269,66.78,0.367,103.02,0
5,786,786,270,65.96,0.428,99.87,0
5,787,787,271,65.17,0.429,103.78,0
5,788,788,272,63.28,0.307,103.57,0
5,789,789,273,65.34,0.582,105.17,0
5,790,790,274,61.63,0.473,102.22,0
5,791,791,275,65.03,0.552,106.59,0
5,792,792,276,64.56,0.427,103.44,0
5,793,793,277,66.2,0.428,103.95,0
5,794,794,278,67.28,0.38,104.91,0
5,795,795,279,63.5,0.592,99.63,0
5,796,796,280,63.37,0.28,101.03,0
5,797,797,281,64.76,0.422,100.87,0
5,798,798,282,64.4,0.38,100.82,0
5,799,799,283,65.07,0.372,102.12,0
5,800,800,284,62.91,0.281,103.6,0
5,801,801,285,63.41,0.448,99.27,0
5,802,802,286,62.16,0.276,99.55,0
5,803,803,287,67.07,0.352,102.27,0
5,804,804,288,64.09,0.448,98.73,0
5,805,805,289,66.69,0.459,100.57,0
5,806,806,290,66.19,0.255,99.93,0
5,807,807,291,65.39,0.62,100.46,0
5,808,808,292,67.98,0.575,99.53,0
5,809,809,293,65.7,0.569,99.35,0
5,810,810,294,67.42,0.254,105.11,0
5,811,811,295,66.83,0.633,103.82,0
5,812,812,296,65.31,0.252,106.09,0
5,813,813,297,65.98,0.538,100.36,0
5,814,814,298,60.89,0.496,99.59,0
5,815,815,299,64.78,0.505,98.59,0
5,816,816,300,65.64,0.349,100.37,0
5,817,817,301,66.18,0.266,100.36,0
5,818,818,302,64.4,0.558,101.55,0
5,819,819,303,66.01,0.309,98.07,0
5,820,820,304,64.54,0.622,103.02,0
5,821,821,305,64.05,0.364,105.05,0
5,822,822,306,65.94,0.269,96.92,0
5,823,823,307,68.24,0.457,101.79,0
5,824,824,308,65.46,0.428,101.39,0
5,825,825,309,64.71,0.202,100.93,0
5,826,826,310,63.99,0.564,104.16,0
5,827,827,311,64.15,0.423,101.94,0
5,828,828,312,68.3,0.564,100.1,0
5,829,829,313,67.38,0.328,104.53,0
5,830,830,314,65.0,0.3,100.68,0
5,831,831,315,64.49,0.565,104.98,0
5,832,832,316,61.72,0.38,104.41,0
5,833,833,317,65.72,0.499,103.36,0
5,834,834,318,66.17,0.592,100.8,0
5,835,835,319,60.86,0.496,100.18,0
5,836,836,320,61.88,0.444,99.9,0
5,837,837,321,64.7,0.195,103.03,0
5,838,838,322,64.71,0.459,99.93,0
5,839,839,323,63.37,0.55,103.29,0
5,840,840,324,64.34,0.295,102.97,0
5,841,841,325,63.92,0.536,100.0,0
5,842,842,326,65.11,0.479,100.37,0
5,843,843,327,65.75,0.275,104.93,0
5,844,844,328,64.06,0.387,101.27,0
5,845,845,329,64.16,0.354,102.18,0
5,846,846,330,63.7,0.401,102.12,0
5,847,847,331,64.43,0.342,103.65,0
5,848,848,332,68.23,0.366,103.84,0
5,849,849,333,63.55,0.405,99.06,0
5,850,850,334,63.77,0.348,101.46,0
5,851,851,335,64.21,0.691,99.6,0
5,852,852,336,65.89,0.534,97.43,0
5,853,853,337,61.81,0.539,98.88,0
5,854,854,338,64.26,0.128,99.12,0
5,855,855,339,64.38,0.57,106.72,0
5,856,856,340,63.74,0.609,101.78,0
5,857,857,341,64.44,0.414,101.22,0
5,858,858,342,62.19,0.431,99.05,0
5,859,859,343,65.46,0.758,98.63,0
5,860,860,344,67.77,0.31,101.0,0
5,861,861,345,66.67,0.501,104.73,0
5,862,862,346,67.24,0.409,100.53,0
5,863,863,347,65.98,0.501,105.99,0
5,864,864,348,61.12,0.562,103.05,0
5,865,865,349,64.36,0.347,99.91,0
5,866,866,350,63.51,0.631,101.91,0
5,867,867,351,64.42,0.449,103.22,0
5,868,868,352,66.21,0.441,101.36,0
5,869,869,353,63.53,0.438,101.52,0
5,870,870,354,63.81,0.407,104.91,0
5,871,871,355,66.29,0.476,104.78,0
5,872,872,356,65.12,0.579,101.83,0
5,873,873,357,67.45,0.507,101.12,0
5,874,874,358,62.82,0.46,102.22,0
5,875,875,359,62.99,0.419,100.42,0
5,876,876,360,65.39,0.294,101.83,0
5,877,877,361,68.27,0.558,101.82,0
5,878,878,362,67.6,0.4,103.91,0
5,879,879,363,65.45,0.394,103.09,0
5,880,880,364,69.08,0.344,99.72,0
5,881,881,365,67.9,0.369,101.61,0
5,882,882,366,64.11,0.357,103.07,0
5,883,883,367,63.15,0.323,101.27,0
5,884,884,368,65.88,0.613,101.81,0
5,885,885,369,66.54,0.606,103.03,0
5,886,886,370,66.41,0.421,97.96,0
5,887,887,371,66.3,0.311,103.27,0
5,888,888,372,63.47,0.306,101.59,0
5,889,889,373,62.68,0.454,101.41,0
5,890,890,374,64.53,0.623,103.88,0
5,891,891,375,64.49,0.541,102.87,0
5,892,892,376,64.34,0.287,100.11,0
5,893,893,377,68.37,0.451,103.27,0
5,894,894,378,67.94,0.359,104.55,0
5,895,895,379,60.42,0.323,96.55,0
5,896,896,380,64.89,0.446,100.08,0
5,897,897,381,63.77,0.79,102.89,0
5,898,898,382,65.85,0.339,99.95,0
5,899,899,383,65.27,0.407,101.46,0
5,900,900,384,64.4,0.24,102.8,0
5,901,901,385,65.31,0.51,103.61,0
5,902,902,386,68.14,0.398,102.39,0
5,903,903,387,67.33,0.401,104.73,0
5,904,904,388,64.06,0.392,99.23,0
5,905,905,389,64.68,0.69,106.42,0
5,906,906,390,65.09,0.507,104.74,0
5,907,907,391,63.05,0.397,101.44,0
5,908,908,392,61.61,0.352,100.36,0
5,909,909,393,64.34,0.419,96.28,0
5,910,910,394,65.69,0.385,103.01,0
5,911,911,395,65.95,0.422,106.25,0
5,912,912,396,61.86,0.437,102.02,0
5,913,913,397,67.42,0.43,103.17,0
5,914,914,398,65.21,0.684,101.01,0
5,915,915,399,63.29,0.383,102.86,0
5,916,916,400,67.41,0.162,98.64,0
5,917,917,401,67.4,0.392,100.01,0
5,918,918,402,64.06,0.336,99.18,0
5,919,919,403,65.03,0.35,106.08,0
5,920,920,404,60.42,0.505,100.08,0
5,921,921,405,67.87,0.324,103.07,0
5,922,922,406,67.78,0.508,100.26,0
5,923,923,407,64.55,0.465,105.47,0
5,924,924,408,65.13,0.516,99.08,0
5,925,925,409,64.99,0.591,101.13,0
5,926,926,410,64.01,0.397,104.7,0
5,927,927,411,65.79,0.489,100.02,0
5,928,928,412,61.72,0.568,100.74,0
5,929,929,413,66.39,0.503,100.37,0
5,930,930,414,62.91,0.552,96.55,0
5,931,931,415,60.7,0.628,99.76,0
5,932,932,416,65.19,0.568,107.0,0
5,933,933,417,63.05,0.419,104.06,0
5,934,934,418,64.84,0.346,104.15,0
5,935,935,419,61.81,0.558,101.68,0
5,936,936,420,64.85,0.357,101.17,0
5,937,937,421,66.72,0.47,104.58,0
5,938,938,422,65.89,0.394,101.1,0
5,939,939,423,64.93,0.386,105.25,0
5,940,940,424,62.78,0.644,100.05,0
5,941,941,425,63.25,0.436,98.57,0
5,942,942,426,67.81,0.635,105.34,0
5,943,943,427,68.0,0.589,97.23,0
5,944,944,428,66.04,0.354,103.92,0
5,945,945,429,64.34,0.386,99.49,0
5,946,946,430,65.88,0.57,99.08,0
5,947,947,431,65.51,0.493,101.5,0
5,948,948,432,64.49,0.581,105.06,0
5,949,949,433,66.16,0.524,103.68,0
5,950,950,434,63.81,0.432,101.88,0
5,951,951,435,63.2,0.535,106.47,0
5,952,952,436,68.49,0.413,100.62,0
5,953,953,437,63.41,0.521,101.61,0
5,954,954,438,66.92,0.31,102.18,0
5,955,955,439,63.78,0.471,101.25,0
5,956,956,440,61.55,0.538,101.93,0
5,957,957,441,65.15,0.43,99.45,0
5,958,958,442,64.91,0.533,105.93,0
5,959,959,443,65.24,0.377,104.71,0
5,960,960,444,64.49,0.413,101.78,0
5,961,961,445,65.95,0.297,102.08,0
5,962,962,446,64.77,0.389,105.96,0
5,963,963,447,62.06,0.437,102.3,0
5,964,964,448,65.23,0.616,96.63,0
5,965,965,449,64.26,0.337,98.32,0
5,966,966,450,63.79,0.489,101.1,0
5,967,967,451,68.3,0.261,102.64,0
5,968,968,452,65.41,0.456,103.41,0
5,969,969,453,64.44,0.503,101.25,0
5,970,970,454,64.04,0.335,100.83,0
5,971,971,455,66.19,0.387,103.66,0
5,972,972,456,64.59,0.445,105.09,0
5,973,973,457,62.87,0.436,104.13,0
5,974,974,458,65.95,0.492,105.37,0
5,975,975,459,64.18,0.462,106.29,0
5,976,976,460,62.94,0.514,103.46,0
5,977,977,461,65.57,0.501,99.97,0
5,978,978,462,65.28,0.438,102.95,0
5,979,979,463,65.31,0.668,104.49,0
5,980,980,464,68.77,0.571,103.13,0
5,981,981,465,66.37,0.609,100.13,0
5,982,982,466,62.44,0.287,103.94,0
5,983,983,467,64.46,0.42,102.37,0
5,984,984,468,66.46,0.408,100.11,0
5,985,985,469,64.19,0.543,101.63,0
5,986,986,470,66.11,0.572,101.43,0
5,987,987,471,63.62,0.31,100.77,0
5,988,988,472,63.22,0.475,98.87,0
5,989,989,473,65.32,0.403,103.93,0
5,990,990,474,63.09,0.462,103.74,0
5,991,991,475,62.21,0.49,100.64,0
5,992,992,476,63.37,0.273,102.11,0
5,993,993,477,63.92,0.404,103.74,0
5,994,994,478,59.65,0.551,107.46,0
5,995,995,479,64.82,0.4,101.65,0
5,996,996,480,66.51,0.733,99.92,0
5,997,997,481,59.6,0.481,101.72,0
5,998,998,482,64.65,0.419,96.58,0
5,999,999,483,65.47,0.361,102.6,0
5,1000,1000,484,64.08,0.339,97.44,0
5,1001,1001,485,67.36,0.435,102.75,0
5,1002,1002,486,67.64,0.504,102.49,0
5,1003,1003,487,60.87,0.579,104.05,0
5,1004,1004,488,62.95,0.266,102.82,0
5,1005,1005,489,64.62,0.614,98.66,0
5,1006,1006,490,64.79,0.519,102.98,0
5,1007,1007,491,62.73,0.276,100.74,0
5,1008,1008,492,68.66,0.349,100.76,0
5,1009,1009,493,66.46,0.501,105.21,0
5,1010,1010,494,63.79,0.376,103.82,0
5,1011,1011,495,64.66,0.46,99.26,0
5,1012,1012,496,63.79,0.379,100.16,0
5,1013,1013,497,63.99,0.445,100.77,0
5,1014,1014,498,67.23,0.701,100.72,0
5,1015,1015,499,68.2,0.565,95.99,0
5,1016,1016,500,66.05,0.353,104.02,0
5,1017,1017,501,64.79,0.721,104.72,0
5,1018,1018,502,64.98,0.439,103.77,0
5,1019,1019,503,64.45,0.56,103.45,0
5,1020,1020,504,65.92,0.671,105.65,0
5,1021,1021,505,66.91,0.688,99.42,0
5,1022,1022,506,61.77,0.644,100.76,0
5,1023,1023,507,67.6,0.65,99.1,0
5,1024,1024,508,65.77,0.675,98.27,0
5,1025,1025,509,64.59,0.717,100.24,0
5,1026,1026,510,68.18,0.645,99.82,0
5,1027,1027,511,65.76,0.684,102.06,0
5,1028,1028,512,70.58,0.72,100.95,0
5,1029,1029,513,66.49,0.606,98.33,0
5,1030,1030,514,67.56,0.765,97.6,0
5,1031,1031,515,68.5,0.957,98.08,0
5,1032,1032,516,69.11,0.917,101.65,0
5,1033,1033,517,69.77,0.992,99.24,0
5,1034,1034,518,66.63,0.776,97.81,0
5,1035,1035,519,67.39,0.84,98.24,0
5,1036,1036,520,69.27,0.908,99.38,0
5,1037,1037,521,72.92,0.87,97.03,0
5,1038,1038,522,67.77,1.143,100.29,0
5,1039,1039,523,67.74,1.096,94.62,0
5,1040,1040,524,70.97,1.072,97.95,0
5,1041,1041,525,67.48,1.122,98.07,0
5,1042,1042,526,73.11,1.145,97.31,0
5,1043,1043,527,69.86,1.223,99.21,0
5,1044,1044,528,72.66,1.296,96.65,0
5,1045,1045,529,69.18,1.232,100.35,0
5,1046,1046,530,74.06,1.176,101.62,0
5,1047,1047,531,74.58,1.385,94.05,0
5,1048,1048,532,73.65,1.43,101.56,0
5,1049,1049,533,72.0,1.322,98.91,0
5,1050,1050,534,75.05,1.491,94.59,0
5,1051,1051,535,72.23,1.452,96.73,0
5,1052,1052,536,75.22,1.372,91.54,0
5,1053,1053,537,75.85,1.479,94.8,0
5,1054,1054,538,75.9,1.358,94.85,0
5,1055,1055,539,73.92,1.613,94.57,0
5,1056,1056,540,76.01,1.446,93.39,0
5,1057,1057,541,73.62,1.757,97.27,0
5,1058,1058,542,75.61,1.749,93.44,0
5,1059,1059,543,74.67,1.864,93.49,0
5,1060,1060,544,78.47,2.021,90.65,0
5,1061,1061,545,77.45,1.743,94.21,0
5,1062,1062,546,72.72,1.889,90.92,0
5,1063,1063,547,77.6,1.907,94.77,0
5,1064,1064,548,77.44,1.932,91.79,0
5,1065,1065,549,75.11,1.863,91.03,0
5,1066,1066,550,77.51,1.991,92.54,0
5,1067,1067,551,80.28,2.243,89.2,0
5,1068,1068,552,79.03,2.103,90.86,0
5,1069,1069,553,80.3,1.831,92.81,0
5,1070,1070,554,79.09,1.914,90.28,0
5,1071,1071,555,83.17,2.161,95.64,0
5,1072,1072,556,84.03,2.25,89.65,0
5,1073,1073,557,81.74,2.427,94.5,0
5,1074,1074,558,81.51,2.198,93.57,0
5,1075,1075,559,78.08,2.316,89.75,0
5,1076,1076,560,82.52,2.315,89.68,0
5,1077,1077,561,83.59,2.433,86.98,0
5,1078,1078,562,83.75,2.49,86.35,0
5,1079,1079,563,81.49,2.734,88.03,0
5,1080,1080,564,84.07,2.502,87.79,1
5,1081,1081,1,65.04,0.399,104.03,0
5,1082,1082,2,66.99,0.554,101.19,0
5,1083,1083,3,64.01,0.223,104.8,0
5,1084,1084,4,64.57,0.315,99.36,0
5,1085,1085,5,66.52,0.424,104.01,0
5,1086,1086,6,65.45,0.568,102.79,0
5,1087,1087,7,60.08,0.617,99.01,0
5,1088,1088,8,67.78,0.475,100.26,0
5,1089,1089,9,64.21,0.361,103.07,0
5,1090,1090,10,66.02,0.301,97.64,0
5,1091,1091,11,67.38,0.502,98.91,0
5,1092,1092,12,66.9,0.598,103.33,0
5,1093,1093,13,66.02,0.394,94.95,0
5,1094,1094,14,66.39,0.363,107.07,0
5,1095,1095,15,64.38,0.524,100.27,0
5,1096,1096,16,62.53,0.395,107.35,0
5,1097,1097,17,65.14,0.223,104.71,0
5,1098,1098,18,67.21,0.36,102.41,0
5,1099,1099,19,65.09,0.364,102.35,0
5,1100,1100,20,62.27,0.499,104.6,0
5,1101,1101,21,63.56,0.535,104.03,0
5,1102,1102,22,66.1,0.628,102.12,0
5,1103,1103,23,63.72,0.55,103.41,0
5,1104,1104,24,61.23,0.463,100.22,0
5,1105,1105,25,64.4,0.466,105.91,0
5,1106,1106,26,65.81,0.374,100.69,0
5,1107,1107,27,65.44,0.503,108.87,0
5,1108,1108,28,63.36,0.387,104.5,0
5,1109,1109,29,64.44,0.476,98.06,0
5,1110,1110,30,62.14,0.536,99.57,0
5,1111,1111,31,66.44,0.397,102.87,0
5,1112,1112,32,67.2,0.359,100.13,0
5,1113,1113,33,67.12,0.456,101.72,0
5,1114,1114,34,66.66,0.337,102.0,0
5,1115,1115,35,62.8,0.295,103.71,0
5,1116,1116,36,67.23,0.476,98.44,0
5,1117,1117,37,64.82,0.492,102.0,0
5,1118,1118,38,67.13,0.355,102.85,0
5,1119,1119,39,64.42,0.443,101.21,0
5,1120,1120,40,65.92,0.308,101.31,0
5,1121,1121,41,65.66,0.556,104.73,0
5,1122,1122,42,65.38,0.589,105.22,0
5,1123,1123,43,64.82,0.688,105.87,0
5,1124,1124,44,64.53,0.439,100.9,0
5,1125,1125,45,64.84,0.495,102.74,0
5,1126,1126,46,64.33,0.511,105.06,0
5,1127,1127,47,66.66,0.532,101.24,0
5,1128,1128,48,64.51,0.651,102.18,0
5,1129,1129,49,63.7,0.561,106.15,0
5,1130,1130,50,62.37,0.649,99.64,0
5,1131,1131,51,66.58,0.462,100.55,0
5,1132,1132,52,63.35,0.332,98.98,0
5,1133,1133,53,64.38,0.573,101.42,0
5,1134,1134,54,68.49,0.423,100.34,0
5,1135,1135,55,65.03,0.649,100.23,0
5,1136,1136,56,65.02,0.572,100.82,0
5,1137,1137,57,65.95,0.432,101.55,0
5,1138,1138,58,64.8,0.423,103.9,0
5,1139,1139,59,62.24,0.3,100.86,0
5,1140,1140,60,62.29,0.338,99.02,0
5,1141,1141,61,64.78,0.249,101.26,0
5,1142,1142,62,63.82,0.57,98.01,0
5,1143,1143,63,62.03,0.261,99.15,0
5,1144,1144,64,63.33,0.516,99.88,0
5,1145,1145,65,64.54,0.428,103.21,0
5,1146,1146,66,62.41,0.346,101.78,0
5,1147,1147,67,67.29,0.362,100.01,0
5,1148,1148,68,66.17,0.452,101.83,0
5,1149,1149,69,68.1,0.356,103.69,0
5,1150,1150,70,68.25,0.39,107.46,0
5,1151,1151,71,66.2,0.484,105.49,0
5,1152,1152,72,65.33,0.151,102.57,0
5,1153,1153,73,64.66,0.275,103.68,0
5,1154,1154,74,63.99,0.343,107.33,0
5,1155,1155,75,67.0,0.629,106.34,0
5,1156,1156,76,62.69,0.669,99.44,0
5,1157,1157,77,63.15,0.49,101.13,0
5,1158,1158,78,68.02,0.407,103.59,0
5,1159,1159,79,64.97,0.361,101.33,0
5,1160,1160,80,64.24,0.469,101.64,0
5,1161,1161,81,66.51,0.417,102.7,0
5,1162,1162,82,67.9,0.508,108.85,0
5,1163,1163,83,65.23,0.489,103.52,0
5,1164,1164,84,67.08,0.543,101.96,0
5,1165,1165,85,64.68,0.405,102.05,0
5,1166,1166,86,62.34,0.308,99.21,0
5,1167,1167,87,67.54,0.482,104.55,0
5,1168,1168,88,64.61,0.49,100.0,0
5,1169,1169,89,61.58,0.421,100.78,0
5,1170,1170,90,63.91,0.287,103.45,0
5,1171,1171,91,66.38,0.514,104.65,0
5,1172,1172,92,63.55,0.52,101.85,0
5,1173,1173,93,64.15,0.452,99.67,0
5,1174,1174,94,64.42,0.448,97.67,0
5,1175,1175,95,67.65,0.565,103.95,0
5,1176,1176,96,68.03,0.529,103.48,0
5,1177,1177,97,67.9,0.394,98.74,0
5,1178,1178,98,66.66,0.422,104.53,0
5,1179,1179,99,66.17,0.369,101.86,0
5,1180,1180,100,63.07,0.456,101.6,0
5,1181,1181,101,66.44,0.672,102.69,0
5,1182,1182,102,64.53,0.465,101.81,0
5,1183,1183,103,64.22,0.48,99.29,0
5,1184,1184,104,63.55,0.48,104.34,0
5,1185,1185,105,65.93,0.419,104.77,0
5,1186,1186,106,65.59,0.655,103.27,0
5,1187,1187,107,65.01,0.31,105.14,0
5,1188,1188,108,66.76,0.613,100.7,0
5,1189,1189,109,63.12,0.613,102.03,0
5,1190,1190,110,60.72,0.528,98.92,0
5,1191,1191,111,67.5,0.58,97.2,0
5,1192,1192,112,65.62,0.45,103.53,0
5,1193,1193,113,62.88,0.284,104.23,0
5,1194,1194,114,61.54,0.439,103.09,0
5,1195,1195,115,66.32,0.492,107.64,0
5,1196,1196,116,67.14,0.433,101.68,0
5,1197,1197,117,63.72,0.474,107.22,0
5,1198,1198,118,66.27,0.44,99.09,0
5,1199,1199,119,60.61,0.442,100.14,0
5,1200,1200,120,65.67,0.319,103.85,0
5,1201,1201,121,64.6,0.378,102.77,0
5,1202,1202,122,64.17,0.446,100.19,0
5,1203,1203,123,65.83,0.251,101.75,0
5,1204,1204,124,66.0,0.553,103.34,0
5,1205,1205,125,67.31,0.48,108.34,0
5,1206,1206,126,64.09,0.211,96.63,0
5,1207,1207,127,61.65,0.446,97.78,0
5,1208,1208,128,62.38,0.531,97.56,0
5,1209,1209,129,65.09,0.551,104.86,0
5,1210,1210,130,65.39,0.283,99.52,0
5,1211,1211,131,67.52,0.636,100.91,0
5,1212,1212,132,66.52,0.538,101.11,0
5,1213,1213,133,66.83,0.343,103.42,0
5,1214,1214,134,66.05,0.431,100.58,0
5,1215,1215,135,67.73,0.354,99.78,0
5,1216,1216,136,62.49,0.422,101.51,0
5,1217,1217,137,63.54,0.582,102.29,0
5,1218,1218,138,66.03,0.285,101.2,0
5,1219,1219,139,67.79,0.576,103.16,0
5,1220,1220,140,67.06,0.539,102.81,0
5,1221,1221,141,65.76,0.51,101.07,0
5,1222,1222,142,68.19,0.741,102.5,0
5,1223,1223,143,65.02,0.735,103.25,0
5,1224,1224,144,66.14,0.513,102.38,0
5,1225,1225,145,64.51,0.552,98.53,0
5,1226,1226,146,67.01,0.638,101.62,0
5,1227,1227,147,64.46,0.693,101.77,0
5,1228,1228,148,64.15,0.571,99.47,0
5,1229,1229,149,61.43,0.46,100.91,0
5,1230,1230,150,63.74,0.371,100.65,0
5,1231,1231,151,64.6,0.187,104.12,0
5,1232,1232,152,64.53,0.414,101.4,0
5,1233,1233,153,66.59,0.494,107.68,0
5,1234,1234,154,61.25,0.556,104.59,0
5,1235,1235,155,59.92,0.525,101.85,0
5,1236,1236,156,64.86,0.455,103.12,0
5,1237,1237,157,64.41,0.37,104.54,0
5,1238,1238,158,65.09,0.556,108.77,0
5,1239,1239,159,62.65,0.348,100.34,0
5,1240,1240,160,64.89,0.656,103.22,0
5,1241,1241,161,67.04,0.682,97.14,0
5,1242,1242,162,64.44,0.373,103.15,0
5,1243,1243,163,63.21,0.649,100.84,0
5,1244,1244,164,63.68,0.329,98.8,0
5,1245,1245,165,64.98,0.383,102.86,0
5,1246,1246,166,64.19,0.508,102.6,0
5,1247,1247,167,67.01,0.541,100.73,0
5,1248,1248,168,67.28,0.385,99.81,0
5,1249,1249,169,66.63,0.302,100.35,0
5,1250,1250,170,62.3,0.273,102.77,0
5,1251,1251,171,63.36,0.652,105.65,0
5,1252,1252,172,65.65,0.372,101.97,0
5,1253,1253,173,64.56,0.586,97.28,0
5,1254,1254,174,64.71,0.46,103.02,0
5,1255,1255,175,66.26,0.403,103.55,0
5,1256,1256,176,62.88,0.585,102.95,0
5,1257,1257,177,64.78,0.584,100.22,0
5,1258,1258,178,61.96,0.51,102.22,0
5,1259,1259,179,64.39,0.368,103.15,0
5,1260,1260,180,66.58,0.34,98.51,0
5,1261,1261,181,66.22,0.32,105.16,0
5,1262,1262,182,67.54,0.381,107.77,0
5,1263,1263,183,64.54,0.44,101.75,0
5,1264,1264,184,65.8,0.55,102.88,0
5,1265,1265,185,63.76,0.412,98.16,0
5,1266,1266,186,63.18,0.471,102.01,0
5,1267,1267,187,63.99,0.477,100.15,0
5,1268,1268,188,64.94,0.457,104.47,0
5,1269,1269,189,66.83,0.33,101.03,0
5,1270,1270,190,61.85,0.688,96.71,0
5,1271,1271,191,64.86,0.263,102.1,0
5,1272,1272,192,65.37,0.522,100.44,0
5,1273,1273,193,66.24,0.366,99.62,0
5,1274,1274,194,63.54,0.356,106.14,0
5,1275,1275,195,66.57,0.524,96.95,0
5,1276,1276,196,64.81,0.525,97.58,0
5,1277,1277,197,66.72,0.319,101.92,0
5,1278,1278,198,65.42,0.435,101.91,0
5,1279,1279,199,65.82,0.588,105.77,0
5,1280,1280,200,67.43,0.465,96.98,0
5,1281,1281,201,62.99,0.391,103.56,0
5,1282,1282,202,67.11,0.403,100.31,0
5,1283,1283,203,65.15,0.473,103.7,0
5,1284,1284,204,66.36,0.424,95.81,0
5,1285,1285,205,64.23,0.093,101.56,0
5,1286,1286,206,69.82,0.597,102.89,0
5,1287,1287,207,68.99,0.324,103.01,0
5,1288,1288,208,65.96,0.367,100.57,0
5,1289,1289,209,66.25,0.48,100.58,0
5,1290,1290,210,64.77,0.53,101.49,0
5,1291,1291,211,63.68,0.497,101.69,0
5,1292,1292,212,65.23,0.309,101.88,0
5,1293,1293,213,64.34,0.277,105.85,0
5,1294,1294,214,65.26,0.48,104.18,0
5,1295,1295,215,67.51,0.573,100.32,0
5,1296,1296,216,65.41,0.379,101.45,0
5,1297,1297,217,65.71,0.594,99.36,0
5,1298,1298,218,66.4,0.497,99.45,0
5,1299,1299,219,70.25,0.438,105.03,0
5,1300,1300,220,64.93,0.496,104.26,0
5,1301,1301,221,65.13,0.453,105.18,0
5,1302,1302,222,67.03,0.749,102.81,0
5,1303,1303,223,61.84,0.28,103.38,0
5,1304,1304,224,63.23,0.28,104.93,0
5,1305,1305,225,62.11,0.256,102.48,0
5,1306,1306,226,67.2,0.55,99.17,0
5,1307,1307,227,66.41,0.33,102.81,0
5,1308,1308,228,59.49,0.299,102.95,0
5,1309,1309,229,64.74,0.499,92.27,0
5,1310,1310,230,67.53,0.556,107.28,0
5,1311,1311,231,64.02,0.564,103.57,0
5,1312,1312,232,64.66,0.514,102.28,0
5,1313,1313,233,66.28,0.43,102.26,0
5,1314,1314,234,63.67,0.402,102.58,0
5,1315,1315,235,65.61,0.499,104.31,0
5,1316,1316,236,63.73,0.364,97.83,0
5,1317,1317,237,67.47,0.697,102.94,0
5,1318,1318,238,66.36,0.378,102.28,0
5,1319,1319,239,67.86,0.519,98.32,0
5,1320,1320,240,65.92,0.493,104.04,0
5,1321,1321,241,68.49,0.511,103.03,0
5,1322,1322,242,67.41,0.414,101.13,0
5,1323,1323,243,62.73,0.564,103.41,0
5,1324,1324,244,66.52,0.603,99.59,0
5,1325,1325,245,64.51,0.72,103.07,0
5,1326,1326,246,65.51,0.654,99.37,0
5,1327,1327,247,64.52,0.641,100.95,0
5,1328,1328,248,67.01,0.904,102.11,0
5,1329,1329,249,66.95,0.885,98.94,0
5,1330,1330,250,66.55,0.598,100.59,0
5,1331,1331,251,71.13,0.442,103.87,0
5,1332,1332,252,64.76,0.505,100.14,0
5,1333,1333,253,67.17,0.682,97.57,0
5,1334,1334,254,68.75,0.585,101.81,0
5,1335,1335,255,72.87,0.606,100.77,0
5,1336,1336,256,68.16,0.601,99.98,0
5,1337,1337,257,69.94,0.927,101.53,0
5,1338,1338,258,67.32,0.823,97.41,0
5,1339,1339,259,70.72,0.773,96.75,0
5,1340,1340,260,67.74,1.094,95.25,0
5,1341,1341,261,70.66,1.007,97.77,0
5,1342,1342,262,69.65,0.76,99.95,0
5,1343,1343,263,70.35,0.876,99.26,0
5,1344,1344,264,69.8,1.066,100.4,0
5,1345,1345,265,71.95,1.012,99.94,0
5,1346,1346,266,71.87,1.256,98.54,0
5,1347,1347,267,69.64,1.003,97.82,0
5,1348,1348,268,67.6,0.982,99.6,0
5,1349,1349,269,74.7,1.31,96.14,0
5,1350,1350,270,73.5,1.216,96.19,0
5,1351,1351,271,73.97,1.316,99.59,0
