user_id,product_id,event_type,event_weight,day
428,151,click,2,42
83,134,cart,3,42
129,97,view,1,42
371,16,view,1,42
18,67,purchase,5,42
102,29,view,1,42
101,67,click,2,42
25,43,view,1,42
137,35,purchase,5,42
306,172,view,1,42
83,134,view,1,42
137,48,purchase,5,42
163,103,cart,3,42
86,81,view,1,42
333,67,view,1,42
217,105,view,1,42
26,22,purchase,5,42
238,194,cart,3,42
23,193,cart,3,42
279,35,view,1,42
61,134,cart,3,42
309,180,view,1,42
308,22,purchase,5,42
291,45,click,2,42
319,22,click,2,42
420,67,view,1,42
437,67,cart,3,42
447,126,click,2,42
37,23,cart,3,42
275,195,click,2,42
6,134,click,2,42
270,84,click,2,42
493,9,cart,3,42
115,174,view,1,42
324,168,view,1,42
53,190,view,1,42
53,177,cart,3,42
172,194,purchase,5,42
428,51,click,2,42
80,81,click,2,42
319,178,cart,3,42
37,2,click,2,42
302,13,click,2,42
351,67,cart,3,42
486,5,purchase,5,42
486,77,click,2,42
193,134,click,2,42
433,179,cart,3,42
120,82,cart,3,42
118,134,view,1,42
328,1,view,1,42
369,160,view,1,42
98,106,view,1,42
66,48,view,1,42
406,9,view,1,42
220,152,click,2,42
157,70,view,1,42
481,29,view,1,42
480,62,purchase,5,42
250,105,view,1,42
407,18,view,1,42
151,5,view,1,42
411,67,click,2,42
118,105,view,1,42
1,180,view,1,42
205,148,view,1,43
4,152,purchase,5,43
205,108,view,1,43
281,81,click,2,43
54,89,click,2,43
139,43,view,1,43
250,17,click,2,43
205,44,click,2,43
94,194,view,1,43
348,134,click,2,43
486,81,click,2,43
200,134,cart,3,43
460,30,click,2,43
167,134,purchase,5,43
452,22,view,1,43
38,132,purchase,5,43
198,149,cart,3,43
447,29,view,1,43
242,85,view,1,43
77,39,click,2,43
486,81,purchase,5,43
374,149,view,1,43
418,197,purchase,5,43
104,7,view,1,43
285,134,purchase,5,43
459,35,view,1,43
343,67,view,1,43
448,87,cart,3,43
233,173,cart,3,43
397,81,view,1,43
377,2,click,2,43
265,77,view,1,43
241,129,click,2,43
10,45,cart,3,43
307,70,view,1,43
488,29,view,1,43
296,164,cart,3,43
438,81,cart,3,43
463,107,view,1,43
309,152,cart,3,43
296,67,view,1,43
295,181,view,1,43
260,75,view,1,43
309,35,click,2,43
238,38,purchase,5,43
57,129,view,1,43
165,121,view,1,43
339,81,view,1,43
493,160,view,1,43
493,18,view,1,43
159,134,click,2,43
369,19,click,2,43
275,61,purchase,5,43
149,35,click,2,43
358,94,view,1,43
259,134,view,1,43
297,2,view,1,43
380,94,click,2,43
447,90,click,2,43
68,22,click,2,43
333,138,view,1,43
199,134,view,1,43
405,152,view,1,43
163,156,view,1,43
408,45,view,1,43
65,105,cart,3,43
339,34,view,1,43
455,195,view,1,43
58,126,view,1,43
370,86,purchase,5,43
490,77,click,2,43
397,81,view,1,43
82,64,view,1,43
255,167,view,1,43
408,81,view,1,43
141,48,purchase,5,43
301,150,cart,3,43
139,35,cart,3,43
380,139,view,1,43
129,85,view,1,43
36,104,click,2,43
112,19,view,1,43
72,84,purchase,5,43
416,189,view,1,43
215,29,view,1,43
495,88,purchase,5,43
5,181,cart,3,43
40,57,view,1,43
280,134,purchase,5,43
97,134,cart,3,43
470,34,click,2,43
151,105,click,2,43
22,96,view,1,43
366,85,view,1,43
22,22,view,1,43
280,34,view,1,43
235,180,click,2,43
71,43,cart,3,43
469,191,cart,3,43
131,22,view,1,43
371,45,click,2,43
475,152,cart,3,43
20,5,view,1,43
19,5,view,1,43
7,43,view,1,43
401,150,purchase,5,43
401,43,click,2,43
468,105,view,1,43
225,185,view,1,44
447,70,view,1,44
141,96,click,2,44
303,143,click,2,44
277,5,view,1,44
327,134,purchase,5,44
53,134,view,1,44
41,54,view,1,44
477,45,view,1,44
88,152,view,1,44
202,57,cart,3,44
201,105,cart,3,44
151,81,click,2,44
48,84,purchase,5,44
151,105,click,2,44
17,180,view,1,44
380,45,cart,3,44
137,200,view,1,44
347,118,purchase,5,44
64,60,view,1,44
296,67,purchase,5,44
296,70,view,1,44
423,152,cart,3,44
164,159,view,1,44
261,35,click,2,44
166,35,click,2,44
34,45,click,2,44
352,180,view,1,44
308,94,click,2,44
442,13,view,1,44
241,174,view,1,44
136,70,view,1,44
370,132,view,1,44
475,18,click,2,44
183,67,click,2,44
390,167,cart,3,44
38,88,click,2,44
337,152,view,1,44
38,181,view,1,44
453,86,click,2,44
227,167,click,2,44
367,13,view,1,44
5,181,purchase,5,44
336,126,click,2,44
5,123,view,1,44
403,91,click,2,44
494,5,view,1,44
368,120,view,1,44
427,105,view,1,44
118,105,view,1,44
2,84,view,1,44
212,138,click,2,44
123,95,view,1,44
59,186,click,2,44
404,43,view,1,44
368,43,view,1,44
24,105,view,1,44
436,126,click,2,44
350,190,cart,3,44
351,67,view,1,44
29,43,view,1,44
350,34,cart,3,44
142,34,click,2,44
281,112,view,1,44
383,67,click,2,44
35,134,view,1,44
469,43,view,1,44
442,5,view,1,44
497,138,click,2,44
9,120,view,1,44
20,13,click,2,44
189,134,view,1,44
235,123,view,1,44
339,81,click,2,44
310,34,click,2,44
73,105,cart,3,44
58,161,view,1,44
194,167,click,2,44
354,35,cart,3,44
266,134,click,2,44
99,152,view,1,44
356,134,view,1,44
145,168,view,1,44
437,67,view,1,44
157,81,view,1,44
139,132,click,2,44
81,92,purchase,5,44
170,5,click,2,44
380,200,click,2,44
440,81,cart,3,44
303,77,view,1,44
302,167,view,1,44
1,48,cart,3,44
113,53,click,2,44
191,81,cart,3,44
318,95,view,1,44
70,54,click,2,44
491,35,cart,3,44
120,134,cart,3,44
280,82,view,1,44
473,192,view,1,45
451,45,view,1,45
470,93,view,1,45
363,81,view,1,45
495,70,purchase,5,45
324,150,cart,3,45
65,73,purchase,5,45
348,134,view,1,45
302,167,click,2,45
440,46,view,1,45
490,5,view,1,45
173,53,purchase,5,45
482,105,view,1,45
250,103,click,2,45
251,105,click,2,45
316,67,view,1,45
265,78,click,2,45
373,6,cart,3,45
311,46,click,2,45
235,134,view,1,45
20,5,view,1,45
89,132,click,2,45
111,134,view,1,45
399,134,cart,3,45
164,132,view,1,45
235,4,view,1,45
431,91,cart,3,45
100,67,cart,3,45
397,46,view,1,45
397,150,click,2,45
317,134,purchase,5,45
371,43,click,2,45
241,152,purchase,5,45
307,13,view,1,45
84,184,click,2,45
388,81,click,2,45
148,67,click,2,45
147,134,cart,3,45
167,189,click,2,45
256,57,purchase,5,45
369,160,click,2,45
195,3,click,2,45
5,144,click,2,45
469,67,click,2,45
493,164,cart,3,45
6,117,view,1,45
163,47,view,1,45
340,45,view,1,45
145,5,click,2,45
438,105,view,1,45
9,67,view,1,45
394,134,purchase,5,45
378,88,click,2,45
111,134,click,2,45
126,134,click,2,45
7,105,view,1,45
70,5,view,1,45
401,132,view,1,45
319,98,click,2,45
431,174,click,2,45
25,34,cart,3,45
145,168,purchase,5,45
49,67,click,2,45
99,93,view,1,45
273,81,view,1,45
369,153,click,2,45
251,81,view,1,45
384,12,click,2,45
80,81,click,2,45
141,9,view,1,45
143,94,view,1,45
104,43,view,1,45
384,81,view,1,45
40,164,view,1,45
62,105,view,1,45
204,54,purchase,5,45
205,43,purchase,5,45
80,81,click,2,45
252,163,purchase,5,45
168,132,click,2,45
332,95,view,1,45
53,99,click,2,45
178,123,view,1,45
486,96,click,2,45
85,129,view,1,45
345,134,view,1,45
48,84,view,1,45
109,134,view,1,45
457,43,view,1,45
59,152,cart,3,45
52,195,cart,3,45
4,93,click,2,45
211,87,view,1,45
214,90,view,1,45
63,7,click,2,45
499,30,view,1,45
59,103,click,2,45
487,174,view,1,45
68,134,view,1,45
109,152,view,1,45
32,13,click,2,45
494,81,cart,3,45
312,35,view,1,46
438,43,click,2,46
58,62,view,1,46
231,160,view,1,46
191,95,purchase,5,46
72,5,cart,3,46
71,132,view,1,46
129,35,view,1,46
47,67,cart,3,46
320,57,view,1,46
167,134,click,2,46
80,81,purchase,5,46
122,181,purchase,5,46
407,67,cart,3,46
415,22,view,1,46
62,54,click,2,46
203,150,view,1,46
470,74,view,1,46
301,134,cart,3,46
249,180,view,1,46
141,35,view,1,46
72,54,cart,3,46
489,134,cart,3,46
489,130,view,1,46
339,167,purchase,5,46
316,164,view,1,46
322,29,click,2,46
93,157,view,1,46
93,35,view,1,46
366,45,click,2,46
469,132,view,1,46
275,73,click,2,46
91,180,click,2,46
268,129,view,1,46
454,160,view,1,46
425,48,cart,3,46
131,160,view,1,46
181,134,cart,3,46
131,168,click,2,46
258,200,click,2,46
90,45,click,2,46
371,195,view,1,46
438,143,click,2,46
394,134,view,1,46
163,105,cart,3,46
163,105,view,1,46
127,43,view,1,46
318,81,cart,3,46
475,88,view,1,46
7,171,view,1,46
86,13,view,1,46
260,8,view,1,46
437,67,click,2,46
437,18,view,1,46
110,183,click,2,46
102,105,click,2,46
316,166,click,2,46
278,35,click,2,46
7,29,click,2,46
440,70,view,1,46
332,67,purchase,5,46
500,160,view,1,46
412,2,view,1,46
433,67,purchase,5,46
286,200,view,1,46
38,107,view,1,46
180,105,cart,3,46
288,45,click,2,46
69,97,view,1,46
366,45,view,1,46
384,59,purchase,5,46
277,159,view,1,46
389,81,cart,3,46
456,168,click,2,46
323,2,view,1,46
400,22,view,1,46
60,189,click,2,46
24,180,view,1,46
360,67,click,2,46
474,18,click,2,46
98,166,cart,3,46
220,200,cart,3,46
30,67,cart,3,46
82,88,view,1,46
428,59,cart,3,46
226,57,click,2,46
323,67,view,1,46
123,67,view,1,46
53,77,view,1,46
180,29,view,1,46
414,84,view,1,46
428,85,click,2,46
138,8,view,1,46
428,79,view,1,46
345,134,view,1,46
98,166,purchase,5,46
2,188,cart,3,46
1,126,click,2,47
153,117,view,1,47
118,103,view,1,47
118,39,cart,3,47
281,81,click,2,47
327,107,cart,3,47
203,134,view,1,47
495,67,view,1,47
481,105,view,1,47
256,19,view,1,47
380,45,click,2,47
83,134,cart,3,47
323,67,purchase,5,47
254,105,purchase,5,47
448,26,view,1,47
80,5,click,2,47
417,129,click,2,47
123,173,view,1,47
372,156,view,1,47
115,57,click,2,47
475,123,click,2,47
173,87,purchase,5,47
101,112,click,2,47
101,57,view,1,47
249,69,cart,3,47
252,9,view,1,47
348,57,click,2,47
218,164,click,2,47
463,67,view,1,47
88,34,cart,3,47
178,134,view,1,47
384,81,click,2,47
131,129,cart,3,47
96,134,click,2,47
90,105,purchase,5,47
372,105,purchase,5,47
94,29,click,2,47
229,134,view,1,47
195,34,view,1,47
241,60,view,1,47
230,105,cart,3,47
229,29,view,1,47
366,160,view,1,47
24,184,view,1,47
276,22,click,2,47
157,70,cart,3,47
276,86,click,2,47
196,147,click,2,47
41,72,click,2,47
365,164,click,2,47
321,7,purchase,5,47
151,105,view,1,47
402,157,view,1,47
276,22,view,1,47
400,84,view,1,47
115,7,purchase,5,47
163,184,click,2,47
77,29,click,2,47
133,84,click,2,47
308,160,click,2,47
25,23,view,1,47
293,113,click,2,47
469,166,cart,3,47
401,44,view,1,47
148,67,view,1,47
399,118,view,1,47
280,34,view,1,47
399,189,view,1,47
96,34,view,1,47
204,132,click,2,47
412,123,purchase,5,47
97,148,view,1,47
203,105,view,1,47
211,190,cart,3,47
412,180,click,2,47
416,77,click,2,47
256,45,click,2,47
477,105,cart,3,47
40,5,view,1,47
40,164,cart,3,47
474,29,view,1,47
21,23,click,2,47
21,132,cart,3,47
272,29,view,1,47
491,48,click,2,47
454,45,view,1,47
454,160,view,1,47
320,4,click,2,47
290,34,click,2,47
57,34,cart,3,47
394,81,view,1,47
297,160,purchase,5,47
349,29,cart,3,48
302,150,view,1,48
136,85,view,1,48
327,35,cart,3,48
176,152,view,1,48
384,96,view,1,48
348,86,click,2,48
164,19,click,2,48
353,167,view,1,48
200,134,view,1,48
123,18,click,2,48
321,22,click,2,48
382,43,click,2,48
46,117,click,2,48
54,134,view,1,48
435,81,view,1,48
495,88,view,1,48
200,66,view,1,48
200,118,purchase,5,48
220,200,view,1,48
52,9,view,1,48
477,167,purchase,5,48
496,48,cart,3,48
201,39,view,1,48
495,166,click,2,48
118,105,cart,3,48
2,77,click,2,48
121,134,cart,3,48
440,141,view,1,48
374,29,purchase,5,48
165,157,click,2,48
141,70,cart,3,48
255,143,cart,3,48
201,58,cart,3,48
66,85,view,1,48
332,45,click,2,48
70,67,view,1,48
37,16,view,1,48
337,149,view,1,48
286,152,view,1,48
159,148,click,2,48
10,22,view,1,48
289,143,click,2,48
186,43,click,2,48
47,95,cart,3,48
425,59,view,1,48
56,81,click,2,48
388,167,purchase,5,48
110,158,cart,3,48
343,9,purchase,5,48
56,81,click,2,48
276,162,view,1,48
307,126,view,1,48
457,134,click,2,48
245,23,view,1,48
244,67,view,1,48
163,105,cart,3,48
384,112,purchase,5,48
241,152,view,1,48
466,81,cart,3,48
81,35,view,1,48
363,34,purchase,5,48
278,180,purchase,5,48
243,84,view,1,48
69,45,view,1,48
400,18,purchase,5,48
123,157,view,1,48
157,167,purchase,5,48
250,105,view,1,48
288,152,view,1,48
271,120,cart,3,48
397,81,purchase,5,48
446,34,purchase,5,48
8,134,click,2,48
368,16,view,1,48
268,34,view,1,48
57,70,click,2,48
228,61,click,2,48
455,5,click,2,48
34,168,click,2,48
425,181,view,1,48
424,105,view,1,48
71,128,purchase,5,48
69,168,view,1,48
287,164,view,1,48
212,51,purchase,5,48
203,105,view,1,48
112,105,view,1,48
316,157,view,1,48
9,70,click,2,48
118,105,view,1,48
333,71,cart,3,48
105,44,view,1,48
477,105,click,2,48
451,89,view,1,48
213,134,view,1,48
498,125,click,2,48
4,152,cart,3,48
330,81,purchase,5,48
497,84,view,1,49
470,7,cart,3,49
412,89,purchase,5,49
212,166,view,1,49
96,129,purchase,5,49
98,37,click,2,49
312,45,click,2,49
131,167,view,1,49
422,150,view,1,49
131,105,click,2,49
287,123,click,2,49
189,132,view,1,49
147,96,cart,3,49
128,43,view,1,49
23,18,view,1,49
482,166,view,1,49
83,134,view,1,49
380,152,view,1,49
303,5,view,1,49
301,45,view,1,49
29,134,view,1,49
256,164,click,2,49
383,5,view,1,49
249,81,click,2,49
249,134,view,1,49
483,105,cart,3,49
144,111,cart,3,49
292,152,view,1,49
427,157,cart,3,49
176,152,click,2,49
67,105,click,2,49
66,143,click,2,49
66,9,click,2,49
332,67,purchase,5,49
325,77,cart,3,49
493,67,cart,3,49
317,121,view,1,49
422,117,view,1,49
393,57,cart,3,49
356,134,cart,3,49
100,166,view,1,49
25,132,click,2,49
89,132,view,1,49
161,100,click,2,49
475,180,click,2,49
43,48,cart,3,49
345,82,click,2,49
247,103,view,1,49
385,134,cart,3,49
79,180,cart,3,49
195,129,click,2,49
151,142,click,2,49
49,175,view,1,49
363,34,view,1,49
457,118,click,2,49
342,166,purchase,5,49
181,134,view,1,49
182,4,click,2,49
372,105,view,1,49
128,105,view,1,49
492,13,view,1,49
337,168,click,2,49
115,164,click,2,49
425,151,click,2,49
488,45,click,2,49
310,141,view,1,49
206,151,view,1,49
498,118,cart,3,49
104,190,view,1,49
350,34,cart,3,49
104,153,click,2,49
18,81,cart,3,49
206,67,view,1,49
332,57,cart,3,49
361,35,cart,3,49
464,103,view,1,49
480,143,view,1,49
379,143,click,2,49
300,150,cart,3,49
466,81,purchase,5,49
88,34,view,1,49
203,29,view,1,49
218,103,view,1,49
408,168,view,1,49
410,190,click,2,49
495,34,view,1,49
449,120,click,2,50
495,18,view,1,50
495,67,view,1,50
154,84,view,1,50
470,34,cart,3,50
417,7,view,1,50
202,67,view,1,50
448,160,view,1,50
216,132,purchase,5,50
280,152,cart,3,50
280,18,view,1,50
206,193,view,1,50
363,34,purchase,5,50
325,67,click,2,50
350,34,cart,3,50
132,13,view,1,50
124,43,cart,3,50
224,29,click,2,50
47,191,view,1,50
425,164,cart,3,50
469,67,view,1,50
227,180,cart,3,50
194,132,view,1,50
470,81,view,1,50
213,29,purchase,5,50
89,2,cart,3,50
488,22,view,1,50
27,180,click,2,50
298,7,click,2,50
429,45,view,1,50
214,180,view,1,50
496,35,view,1,50
305,9,purchase,5,50
68,172,view,1,50
386,22,view,1,50
292,152,view,1,50
88,22,click,2,50
246,7,view,1,50
74,77,click,2,50
181,122,view,1,50
456,152,purchase,5,50
337,160,view,1,50
456,152,cart,3,50
384,70,purchase,5,50
469,19,cart,3,50
419,43,view,1,50
265,81,view,1,50
387,181,purchase,5,50
280,189,view,1,50
241,34,view,1,50
285,134,view,1,50
371,1,view,1,50
270,48,view,1,50
183,129,click,2,50
76,77,view,1,50
243,43,view,1,50
390,195,view,1,50
7,121,view,1,50
372,105,click,2,50
88,34,view,1,50
192,200,cart,3,50
305,88,view,1,50
113,34,click,2,50
100,166,click,2,50
354,13,view,1,50
88,34,view,1,50
476,105,click,2,50
26,150,click,2,50
83,35,view,1,50
440,4,click,2,50
482,166,cart,3,50
481,171,view,1,50
482,157,click,2,50
42,88,cart,3,50
230,36,cart,3,50
443,134,view,1,50
155,157,view,1,50
280,106,cart,3,50
123,163,view,1,50
144,125,click,2,50
5,129,click,2,50
490,81,click,2,50
9,134,click,2,50
189,134,click,2,50
73,107,cart,3,50
310,192,view,1,50
111,108,view,1,50
422,86,view,1,50
118,103,click,2,50
1,153,view,1,50
496,88,view,1,50
281,80,view,1,50
129,50,click,2,50
299,43,cart,3,50
447,9,click,2,50
358,168,click,2,50
113,141,cart,3,50
66,35,view,1,50
163,105,view,1,50
101,90,purchase,5,50
428,67,view,1,50
484,134,view,1,50
176,164,view,1,50
491,126,click,2,50
186,132,purchase,5,50
220,139,view,1,50
192,192,view,1,50
424,29,view,1,50
71,183,view,1,50
399,134,view,1,50
345,134,view,1,51
327,134,view,1,51
295,113,view,1,51
89,84,cart,3,51
271,86,click,2,51
371,44,view,1,51
146,89,view,1,51
289,81,purchase,5,51
131,129,view,1,51
41,2,view,1,51
470,34,purchase,5,51
18,77,click,2,51
415,134,view,1,51
211,152,cart,3,51
257,13,view,1,51
209,81,cart,3,51
153,86,view,1,51
62,156,view,1,51
292,152,view,1,51
50,2,click,2,51
161,167,cart,3,51
432,67,view,1,51
73,171,click,2,51
30,167,cart,3,51
44,43,click,2,51
431,152,view,1,51
386,22,click,2,51
353,13,view,1,51
484,5,cart,3,51
431,67,click,2,51
79,62,view,1,51
386,160,view,1,51
345,146,view,1,51
304,22,purchase,5,51
14,67,click,2,51
137,35,cart,3,51
292,166,click,2,51
466,55,click,2,51
353,36,cart,3,51
178,125,purchase,5,51
390,13,purchase,5,51
197,152,view,1,51
195,103,click,2,51
34,195,view,1,51
96,118,click,2,51
229,134,view,1,51
344,45,view,1,51
228,3,click,2,51
419,134,view,1,51
13,44,view,1,51
470,168,view,1,51
179,35,purchase,5,51
205,84,cart,3,51
257,29,cart,3,51
170,67,click,2,51
464,169,purchase,5,51
480,81,view,1,51
65,105,click,2,51
166,180,view,1,51
477,195,click,2,51
154,16,cart,3,51
139,70,purchase,5,51
105,43,click,2,51
352,5,click,2,51
102,105,view,1,51
79,48,cart,3,51
459,11,cart,3,51
382,13,click,2,51
139,180,view,1,51
172,39,click,2,51
416,54,click,2,51
265,5,click,2,51
68,150,view,1,51
348,134,click,2,51
275,29,view,1,51
425,67,cart,3,51
286,91,view,1,51
391,79,purchase,5,51
191,167,view,1,51
192,129,view,1,51
200,51,cart,3,51
495,180,cart,3,51
113,13,cart,3,51
233,13,cart,3,51
397,167,view,1,51
472,105,view,1,51
283,180,purchase,5,51
173,152,cart,3,51
362,168,purchase,5,51
380,34,view,1,51
482,95,view,1,51
440,5,click,2,51
52,62,view,1,51
143,62,view,1,51
358,45,cart,3,51
57,143,view,1,51
161,59,view,1,51
358,9,click,2,51
23,59,view,1,51
97,189,view,1,51
357,35,click,2,51
327,134,view,1,51
3,11,view,1,51
2,81,cart,3,51
497,51,view,1,51
118,114,view,1,52
62,171,cart,3,52
379,159,cart,3,52
83,148,cart,3,52
362,22,view,1,52
83,118,purchase,5,52
4,152,view,1,52
4,192,view,1,52
163,105,view,1,52
354,105,view,1,52
89,43,click,2,52
239,54,cart,3,52
74,143,view,1,52
42,70,cart,3,52
455,7,view,1,52
464,105,view,1,52
390,81,view,1,52
66,48,click,2,52
344,26,click,2,52
115,34,view,1,52
407,134,view,1,52
53,96,cart,3,52
407,57,view,1,52
122,70,view,1,52
243,10,view,1,52
475,121,click,2,52
112,67,view,1,52
188,200,view,1,52
394,13,cart,3,52
240,105,view,1,52
115,129,view,1,52
251,143,click,2,52
440,81,cart,3,52
440,81,view,1,52
406,55,view,1,52
278,180,click,2,52
452,168,click,2,52
452,86,view,1,52
452,45,click,2,52
495,67,click,2,52
156,4,cart,3,52
15,152,view,1,52
229,134,cart,3,52
226,67,click,2,52
251,81,view,1,52
123,67,purchase,5,52
115,157,view,1,52
348,134,purchase,5,52
56,36,view,1,52
426,92,view,1,52
488,43,view,1,52
340,22,click,2,52
111,134,view,1,52
363,50,click,2,52
155,180,view,1,52
416,82,cart,3,52
347,7,view,1,52
384,81,view,1,52
263,105,click,2,52
292,34,click,2,52
454,22,view,1,52
117,7,cart,3,52
333,135,view,1,52
378,134,click,2,52
499,48,click,2,52
58,35,purchase,5,52
422,22,purchase,5,52
422,45,cart,3,52
275,105,click,2,52
227,132,view,1,52
303,77,view,1,52
263,134,click,2,52
108,107,cart,3,52
164,18,view,1,52
497,100,view,1,52
249,167,view,1,52
15,7,click,2,52
174,13,view,1,52
429,160,cart,3,52
431,7,cart,3,52
496,54,click,2,52
214,9,cart,3,52
206,157,click,2,52
27,13,view,1,52
451,86,click,2,52
154,84,view,1,52
283,152,view,1,52
258,150,view,1,52
211,160,click,2,52
212,67,cart,3,52
206,95,view,1,52
104,152,purchase,5,52
136,10,cart,3,52
56,143,view,1,52
497,95,click,2,52
305,105,purchase,5,52
176,35,view,1,52
128,73,cart,3,52
124,125,view,1,52
289,13,purchase,5,52
403,4,view,1,52
492,67,view,1,52
59,192,cart,3,52
59,22,click,2,52
476,22,cart,3,52
177,132,cart,3,52
41,144,cart,3,52
93,184,click,2,52
290,152,view,1,52
246,30,view,1,52
98,67,view,1,52
230,5,click,2,52
386,97,view,1,52
383,67,cart,3,52
168,105,purchase,5,53
106,75,click,2,53
66,143,cart,3,53
163,14,cart,3,53
140,34,view,1,53
202,164,view,1,53
476,45,cart,3,53
469,138,view,1,53
189,134,cart,3,53
188,34,view,1,53
235,105,view,1,53
73,171,cart,3,53
244,166,view,1,53
448,45,click,2,53
352,166,view,1,53
52,180,click,2,53
382,54,view,1,53
302,168,click,2,53
322,123,view,1,53
321,152,cart,3,53
53,77,view,1,53
251,13,view,1,53
254,32,cart,3,53
220,5,view,1,53
199,33,click,2,53
300,160,view,1,53
360,132,view,1,53
68,22,view,1,53
121,2,view,1,53
296,67,view,1,53
165,127,view,1,53
466,5,click,2,53
73,81,click,2,53
291,134,click,2,53
165,85,click,2,53
378,121,purchase,5,53
353,167,click,2,53
353,77,view,1,53
422,18,click,2,53
312,45,click,2,53
77,105,view,1,53
339,152,click,2,53
348,69,view,1,53
416,35,cart,3,53
362,97,cart,3,53
416,134,click,2,53
74,112,view,1,53
182,126,click,2,53
353,39,view,1,53
237,168,purchase,5,53
131,160,view,1,53
362,150,view,1,53
186,22,click,2,53
410,34,view,1,53
328,132,purchase,5,53
121,71,click,2,53
325,81,click,2,53
153,50,view,1,53
499,164,view,1,53
49,18,click,2,53
188,152,click,2,53
188,152,view,1,53
305,32,view,1,53
304,22,view,1,53
113,34,click,2,53
195,200,view,1,53
438,81,view,1,53
71,84,click,2,53
493,13,view,1,53
159,95,view,1,53
227,134,view,1,53
383,152,purchase,5,53
441,40,view,1,53
345,134,view,1,53
304,45,view,1,53
431,26,click,2,53
107,166,view,1,53
453,114,cart,3,53
436,35,cart,3,53
145,198,click,2,53
383,81,view,1,53
293,189,cart,3,53
176,34,click,2,53
93,134,view,1,53
178,134,click,2,53
246,176,cart,3,53
372,105,view,1,53
420,67,cart,3,53
59,152,purchase,5,53
127,49,view,1,53
70,143,cart,3,53
158,171,purchase,5,53
420,89,view,1,53
161,131,click,2,53
354,81,cart,3,53
177,81,cart,3,53
137,180,click,2,53
325,18,click,2,53
496,126,click,2,53
429,45,click,2,53
429,45,view,1,53
154,112,purchase,5,53
369,63,purchase,5,53
331,18,purchase,5,53
271,86,click,2,53
311,167,click,2,53
136,16,click,2,53
268,29,click,2,53
213,105,cart,3,53
256,191,view,1,53
351,67,click,2,53
203,189,click,2,53
425,67,click,2,54
497,90,cart,3,54
498,123,click,2,54
340,162,view,1,54
11,162,click,2,54
333,152,click,2,54
292,152,view,1,54
289,77,click,2,54
332,67,cart,3,54
280,34,cart,3,54
94,156,cart,3,54
105,152,view,1,54
104,5,view,1,54
153,45,purchase,5,54
281,81,purchase,5,54
450,160,view,1,54
48,84,cart,3,54
458,134,click,2,54
490,143,view,1,54
88,7,view,1,54
157,88,view,1,54
453,138,cart,3,54
460,2,click,2,54
230,12,click,2,54
159,134,view,1,54
483,124,click,2,54
108,180,cart,3,54
490,81,view,1,54
250,137,click,2,54
246,34,cart,3,54
114,134,view,1,54
395,95,cart,3,54
199,5,cart,3,54
80,13,view,1,54
67,134,click,2,54
301,5,purchase,5,54
382,54,view,1,54
49,138,view,1,54
49,67,cart,3,54
433,5,click,2,54
66,13,cart,3,54
218,57,click,2,54
408,23,view,1,54
123,181,click,2,54
468,105,view,1,54
57,174,view,1,54
277,43,click,2,54
53,143,view,1,54
486,114,view,1,54
486,77,cart,3,54
233,67,view,1,54
92,81,click,2,54
437,87,view,1,54
290,200,view,1,54
79,180,view,1,54
273,88,purchase,5,54
299,54,view,1,54
52,35,view,1,54
306,160,view,1,54
288,22,cart,3,54
404,43,click,2,54
476,86,view,1,54
494,179,view,1,54
319,16,purchase,5,54
178,82,cart,3,54
468,105,click,2,54
387,152,cart,3,54
202,67,purchase,5,54
285,189,view,1,54
393,48,purchase,5,54
10,45,purchase,5,54
241,129,view,1,54
455,152,cart,3,54
455,7,cart,3,54
323,44,view,1,54
416,160,view,1,54
97,108,click,2,54
143,94,cart,3,54
299,120,view,1,54
469,67,view,1,54
76,189,click,2,54
47,57,click,2,54
88,152,purchase,5,54
181,148,click,2,54
371,43,cart,3,54
21,180,click,2,54
110,84,view,1,54
397,45,click,2,54
252,121,click,2,54
32,5,click,2,54
351,57,view,1,54
260,34,view,1,54
452,174,view,1,54
452,92,view,1,54
63,129,click,2,54
361,48,view,1,54
450,117,purchase,5,54
62,132,view,1,54
203,134,view,1,54
353,105,view,1,54
312,160,click,2,54
21,102,view,1,55
339,14,view,1,55
319,132,click,2,55
263,29,view,1,55
177,44,view,1,55
250,105,cart,3,55
227,134,view,1,55
460,2,cart,3,55
151,5,cart,3,55
420,67,view,1,55
399,134,view,1,55
246,34,click,2,55
178,134,view,1,55
371,7,click,2,55
268,145,view,1,55
498,134,view,1,55
74,13,click,2,55
241,84,view,1,55
308,160,view,1,55
40,67,cart,3,55
477,5,click,2,55
479,12,view,1,55
472,134,cart,3,55
479,164,view,1,55
361,172,view,1,55
194,132,view,1,55
305,105,purchase,5,55
244,117,cart,3,55
243,132,purchase,5,55
72,182,view,1,55
53,143,click,2,55
362,69,purchase,5,55
363,63,cart,3,55
262,87,view,1,55
422,116,click,2,55
222,105,purchase,5,55
225,164,click,2,55
223,31,click,2,55
405,130,cart,3,55
93,105,purchase,5,55
383,164,view,1,55
287,95,click,2,55
30,67,view,1,55
79,146,click,2,55
435,81,view,1,55
126,75,click,2,55
435,34,click,2,55
223,168,view,1,55
348,8,cart,3,55
459,35,view,1,55
198,94,cart,3,55
124,123,view,1,55
348,149,view,1,55
397,143,purchase,5,55
189,118,view,1,55
335,112,cart,3,55
318,181,view,1,55
320,180,view,1,55
