machine_id,hour,label,time_to_failure_h,failure_event,temperature_c,vibration_mm_s,pressure_kpa,hours_since_maintenance,risk_score
2,153,0,324.0,0,64.39,0.491,102.8,154,0.0001
2,154,0,323.0,0,66.86,0.271,99.9,155,0.0001
2,155,0,322.0,0,64.71,0.545,103.09,156,0.0001
2,156,0,321.0,0,64.2,0.326,104.09,157,0.0001
2,157,0,320.0,0,66.62,0.766,101.49,158,0.0001
2,158,0,319.0,0,67.81,0.304,100.59,159,0.0001
2,159,0,318.0,0,63.75,0.392,99.78,160,0.0001
2,160,0,317.0,0,63.99,0.44,100.82,161,0.0001
2,161,0,316.0,0,66.11,0.437,101.92,162,0.0001
2,162,0,315.0,0,67.55,0.483,102.31,163,0.0001
2,163,0,314.0,0,64.91,0.454,103.33,164,0.0001
2,164,0,313.0,0,63.53,0.581,105.78,165,0.0001
2,165,0,312.0,0,66.98,0.389,98.03,166,0.0001
2,166,0,311.0,0,64.18,0.465,103.95,167,0.0001
2,167,0,310.0,0,64.63,0.411,105.65,168,0.0001
2,168,0,309.0,0,63.77,0.572,104.14,169,0.0001
2,169,0,308.0,0,62.6,0.479,100.56,170,0.0001
2,170,0,307.0,0,63.28,0.229,98.09,171,0.0001
2,171,0,306.0,0,65.68,0.401,102.6,172,0.0001
2,172,0,305.0,0,63.07,0.409,101.26,173,0.0001
2,173,0,304.0,0,62.22,0.251,103.01,174,0.0001
2,174,0,303.0,0,65.21,0.337,101.68,175,0.0001
2,175,0,302.0,0,66.12,0.662,99.75,176,0.0001
2,176,0,301.0,0,66.04,0.696,102.09,177,0.0001
2,177,0,300.0,0,67.54,0.142,105.48,178,0.0001
2,178,0,299.0,0,64.93,0.226,103.84,179,0.0001
2,179,0,298.0,0,66.8,0.589,104.87,180,0.0001
2,180,0,297.0,0,64.89,0.359,100.8,181,0.0001
2,181,0,296.0,0,64.89,0.494,100.75,182,0.0001
2,182,0,295.0,0,65.03,0.55,102.72,183,0.0001
2,183,0,294.0,0,69.0,0.7,99.11,184,0.0001
2,184,0,293.0,0,63.95,0.292,99.07,185,0.0001
2,185,0,292.0,0,65.91,0.33,99.36,186,0.0001
2,186,0,291.0,0,64.47,0.541,101.06,187,0.0001
2,187,0,290.0,0,64.32,0.555,103.08,188,0.0001
2,188,0,289.0,0,65.75,0.558,99.44,189,0.0001
2,189,0,288.0,0,65.33,0.372,104.45,190,0.0001
2,190,0,287.0,0,66.39,0.323,105.21,191,0.0001
2,191,0,286.0,0,62.88,0.584,102.43,192,0.0001
2,192,0,285.0,0,63.41,0.315,101.18,193,0.0001
2,193,0,284.0,0,64.9,0.363,103.31,194,0.0001
2,194,0,283.0,0,62.47,0.446,101.93,195,0.0001
2,195,0,282.0,0,61.63,0.483,98.82,196,0.0001
2,196,0,281.0,0,60.52,0.374,101.36,197,0.0001
2,197,0,280.0,0,66.55,0.389,105.55,198,0.0001
2,198,0,279.0,0,67.5,0.576,105.18,199,0.0001
2,199,0,278.0,0,65.57,0.381,103.52,200,0.0001
2,200,0,277.0,0,66.66,0.475,101.32,201,0.0001
2,201,0,276.0,0,62.17,0.526,102.79,202,0.0001
2,202,0,275.0,0,62.64,0.458,103.71,203,0.0001
2,203,0,274.0,0,64.75,0.539,103.78,204,0.0001
2,204,0,273.0,0,62.32,0.411,103.12,205,0.0001
2,205,0,272.0,0,66.57,0.613,97.19,206,0.0001
2,206,0,271.0,0,64.83,0.531,104.94,207,0.0001
2,207,0,270.0,0,67.94,0.336,101.0,208,0.0001
2,208,0,269.0,0,63.07,0.543,98.66,209,0.0001
2,209,0,268.0,0,67.05,0.557,103.13,210,0.0001
2,210,0,267.0,0,61.09,0.366,103.77,211,0.0001
2,211,0,266.0,0,62.43,0.418,101.67,212,0.0001
2,212,0,265.0,0,66.53,0.48,102.6,213,0.0001
2,213,0,264.0,0,64.16,0.447,101.59,214,0.0001
2,214,0,263.0,0,66.24,0.425,104.48,215,0.0001
2,215,0,262.0,0,61.92,0.589,101.5,216,0.0001
2,216,0,261.0,0,66.95,0.456,104.03,217,0.0001
2,217,0,260.0,0,67.6,0.381,102.12,218,0.0001
2,218,0,259.0,0,64.64,0.471,97.92,219,0.0001
2,219,0,258.0,0,64.64,0.417,99.98,220,0.0001
2,220,0,257.0,0,64.6,0.263,105.37,221,0.0001
2,221,0,256.0,0,65.74,0.67,99.76,222,0.0001
2,222,0,255.0,0,62.87,0.48,97.8,223,0.0001
2,223,0,254.0,0,65.34,0.363,101.09,224,0.0001
2,224,0,253.0,0,65.39,0.451,106.51,225,0.0001
2,225,0,252.0,0,66.06,0.293,104.34,226,0.0001
2,226,0,251.0,0,62.56,0.456,98.83,227,0.0001
2,227,0,250.0,0,63.46,0.602,100.54,228,0.0001
2,228,0,249.0,0,63.79,0.379,101.14,229,0.0001
2,229,0,248.0,0,67.5,0.306,98.85,230,0.0001
2,230,0,247.0,0,65.96,0.256,101.0,231,0.0001
2,231,0,246.0,0,66.94,0.446,100.72,232,0.0001
2,232,0,245.0,0,63.67,0.337,100.44,233,0.0001
2,233,0,244.0,0,65.17,0.593,104.28,234,0.0001
2,234,0,243.0,0,63.92,0.358,103.61,235,0.0001
2,235,0,242.0,0,61.69,0.393,101.08,236,0.0001
2,236,0,241.0,0,62.94,0.326,102.74,237,0.0001
2,237,0,240.0,0,61.97,0.336,100.27,238,0.0001
2,238,0,239.0,0,65.05,0.281,104.55,239,0.0001
2,239,0,238.0,0,64.36,0.413,100.97,240,0.0001
2,240,0,237.0,0,63.7,0.327,104.69,241,0.0001
2,241,0,236.0,0,65.26,0.43,104.3,242,0.0001
2,242,0,235.0,0,63.63,0.517,101.9,243,0.0001
2,243,0,234.0,0,63.31,0.532,98.15,244,0.0001
2,244,0,233.0,0,66.04,0.337,102.84,245,0.0001
2,245,0,232.0,0,67.33,0.509,100.34,246,0.0001
2,246,0,231.0,0,64.82,0.398,98.93,247,0.0001
2,247,0,230.0,0,62.91,0.446,103.14,248,0.0001
2,248,0,229.0,0,61.74,0.432,103.06,249,0.0001
2,249,0,228.0,0,65.05,0.322,104.35,250,0.0001
2,250,0,227.0,0,62.7,0.517,105.73,251,0.0001
2,251,0,226.0,0,61.24,0.47,102.56,252,0.0001
2,252,0,225.0,0,65.25,0.349,101.02,253,0.0001
2,253,0,224.0,0,62.37,0.455,103.1,254,0.0001
2,254,0,223.0,0,63.66,0.33,100.61,255,0.0001
2,255,0,222.0,0,64.82,0.446,101.52,256,0.0001
2,256,0,221.0,0,64.96,0.285,95.07,257,0.0001
2,257,0,220.0,0,65.92,0.606,98.29,258,0.0001
2,258,0,219.0,0,63.65,0.474,104.1,259,0.0001
2,259,0,218.0,0,65.97,0.589,101.63,260,0.0001
2,260,0,217.0,0,65.56,0.487,100.7,261,0.0001
2,261,0,216.0,0,66.95,0.512,104.16,262,0.0001
2,262,0,215.0,0,64.14,0.56,99.17,263,0.0001
2,263,0,214.0,0,65.52,0.131,99.28,264,0.0001
2,264,0,213.0,0,66.12,0.385,102.18,265,0.0001
2,265,0,212.0,0,61.96,0.62,103.21,266,0.0001
2,266,0,211.0,0,64.78,0.487,102.55,267,0.0001
2,267,0,210.0,0,67.32,0.463,98.15,268,0.0001
2,268,0,209.0,0,64.37,0.589,103.14,269,0.0001
2,269,0,208.0,0,64.08,0.51,102.04,270,0.0001
2,270,0,207.0,0,65.89,0.252,99.55,271,0.0001
2,271,0,206.0,0,65.99,0.412,102.61,272,0.0001
2,272,0,205.0,0,68.27,0.401,102.34,273,0.0001
2,273,0,204.0,0,63.84,0.365,101.57,274,0.0001
2,274,0,203.0,0,62.26,0.191,105.09,275,0.0001
2,275,0,202.0,0,64.64,0.57,102.05,276,0.0001
2,276,0,201.0,0,65.08,0.517,103.51,277,0.0001
2,277,0,200.0,0,62.7,0.58,99.38,278,0.0001
2,278,0,199.0,0,65.18,0.738,101.95,279,0.0001
2,279,0,198.0,0,67.75,0.397,103.25,280,0.0001
2,280,0,197.0,0,64.91,0.487,99.66,281,0.0001
2,281,0,196.0,0,63.21,0.477,97.94,282,0.0001
2,282,0,195.0,0,63.34,0.513,100.25,283,0.0001
2,283,0,194.0,0,63.26,0.308,102.11,284,0.0001
2,284,0,193.0,0,64.18,0.456,101.29,285,0.0001
2,285,0,192.0,0,68.08,0.387,96.98,286,0.0001
2,286,0,191.0,0,65.03,0.438,102.14,287,0.0001
2,287,0,190.0,0,62.0,0.571,101.68,288,0.0001
2,288,0,189.0,0,64.75,0.253,102.91,289,0.0001
2,289,0,188.0,0,64.71,0.596,100.74,290,0.0001
2,290,0,187.0,0,62.66,0.453,99.53,291,0.0001
2,291,0,186.0,0,65.55,0.312,101.44,292,0.0001
2,292,0,185.0,0,64.43,0.434,100.5,293,0.0001
2,293,0,184.0,0,63.4,0.431,100.35,294,0.0001
2,294,0,183.0,0,65.09,0.406,96.29,295,0.0001
2,295,0,182.0,0,64.72,0.6,102.49,296,0.0001
2,296,0,181.0,0,65.87,0.491,100.62,297,0.0001
2,297,0,180.0,0,62.49,0.533,104.31,298,0.0001
2,298,0,179.0,0,65.81,0.488,102.71,299,0.0001
2,299,0,178.0,0,64.78,0.47,101.78,300,0.0001
2,300,0,177.0,0,65.39,0.329,100.23,301,0.0001
2,301,0,176.0,0,65.81,0.399,95.91,302,0.0001
2,302,0,175.0,0,65.04,0.173,106.37,303,0.0001
2,303,0,174.0,0,66.08,0.516,100.16,304,0.0001
2,304,0,173.0,0,62.87,0.414,101.81,305,0.0001
2,305,0,172.0,0,63.49,0.457,103.42,306,0.0001
2,306,0,171.0,0,65.87,0.319,96.56,307,0.0001
2,307,0,170.0,0,64.84,0.363,102.84,308,0.0001
2,308,0,169.0,0,67.67,0.628,102.46,309,0.0001
2,309,0,168.0,0,66.75,0.628,101.89,310,0.0001
2,310,0,167.0,0,65.31,0.537,101.69,311,0.0001
2,311,0,166.0,0,63.98,0.353,101.8,312,0.0001
2,312,0,165.0,0,63.77,0.531,100.99,313,0.0001
2,313,0,164.0,0,67.37,0.579,98.83,314,0.0001
2,314,0,163.0,0,66.71,0.394,105.07,315,0.0001
2,315,0,162.0,0,65.74,0.435,103.41,316,0.0001
2,316,0,161.0,0,63.9,0.478,102.73,317,0.0001
2,317,0,160.0,0,64.61,0.485,99.43,318,0.0001
2,318,0,159.0,0,65.82,0.302,103.3,319,0.0001
2,319,0,158.0,0,65.68,0.522,100.49,320,0.0001
2,320,0,157.0,0,70.08,0.416,102.19,321,0.0001
2,321,0,156.0,0,63.59,0.605,100.72,322,0.0001
2,322,0,155.0,0,66.59,0.334,102.58,323,0.0001
2,323,0,154.0,0,64.25,0.549,101.16,324,0.0001
2,324,0,153.0,0,63.42,0.495,99.02,325,0.0001
2,325,0,152.0,0,63.26,0.531,97.42,326,0.0001
2,326,0,151.0,0,66.2,0.398,99.69,327,0.0001
2,327,0,150.0,0,65.32,0.516,100.49,328,0.0001
2,328,0,149.0,0,64.61,0.535,103.66,329,0.0001
2,329,0,148.0,0,64.83,0.357,99.65,330,0.0001
2,330,0,147.0,0,63.9,0.522,103.26,331,0.0001
2,331,0,146.0,0,65.44,0.603,101.19,332,0.0001
2,332,0,145.0,0,64.28,0.402,106.42,333,0.0001
2,333,0,144.0,0,61.43,0.479,102.96,334,0.0001
2,334,0,143.0,0,65.04,0.711,104.68,335,0.0001
2,335,0,142.0,0,66.25,0.344,103.1,336,0.0001
2,336,0,141.0,0,64.31,0.452,102.4,337,0.0001
2,337,0,140.0,0,64.13,0.518,105.78,338,0.0001
2,338,0,139.0,0,66.71,0.472,97.39,339,0.0001
2,339,0,138.0,0,66.8,0.569,101.49,340,0.0001
2,340,0,137.0,0,64.15,0.522,100.05,341,0.0001
2,341,0,136.0,0,66.32,0.326,99.79,342,0.0001
2,342,0,135.0,0,65.0,0.284,101.97,343,0.0001
2,343,0,134.0,0,65.88,0.3,104.14,344,0.0001
2,344,0,133.0,0,64.03,0.51,102.47,345,0.0001
2,345,0,132.0,0,64.21,0.39,97.96,346,0.0001
2,346,0,131.0,0,63.8,0.362,105.83,347,0.0001
2,347,0,130.0,0,66.7,0.295,103.86,348,0.0001
2,348,0,129.0,0,65.36,0.406,103.06,349,0.0001
2,349,0,128.0,0,66.32,0.385,101.34,350,0.0001
2,350,0,127.0,0,65.27,0.338,102.42,351,0.0001
2,351,0,126.0,0,64.85,0.373,100.02,352,0.0001
2,352,0,125.0,0,65.51,0.548,102.76,353,0.0001
2,353,0,124.0,0,63.55,0.534,102.39,354,0.0001
2,354,0,123.0,0,65.99,0.58,99.88,355,0.0001
2,355,0,122.0,0,64.76,0.382,99.95,356,0.0001
2,356,0,121.0,0,68.37,0.555,97.86,357,0.0001
2,357,0,120.0,0,65.71,0.387,104.68,358,0.0001
2,358,0,119.0,0,65.14,0.43,102.33,359,0.0001
2,359,0,118.0,0,65.64,0.453,101.48,360,0.0001
2,360,0,117.0,0,64.76,0.507,99.36,361,0.0001
2,361,0,116.0,0,64.99,0.436,100.86,362,0.0001
2,362,0,115.0,0,66.24,0.305,101.14,363,0.0001
2,363,0,114.0,0,63.56,0.511,100.9,364,0.0001
2,364,0,113.0,0,65.08,0.493,98.27,365,0.0001
2,365,0,112.0,0,65.76,0.366,101.4,366,0.0001
2,366,0,111.0,0,64.81,0.541,103.72,367,0.0001
2,367,0,110.0,0,67.97,0.47,100.89,368,0.0001
2,368,0,109.0,0,64.15,0.523,105.74,369,0.0001
2,369,0,108.0,0,65.57,0.385,102.64,370,0.0001
2,370,0,107.0,0,65.43,0.454,100.27,371,0.0001
2,371,0,106.0,0,60.73,0.39,104.46,372,0.0001
2,372,0,105.0,0,65.36,0.202,102.01,373,0.0001
2,373,0,104.0,0,61.89,0.673,102.44,374,0.0001
2,374,0,103.0,0,62.98,0.539,100.17,375,0.0001
2,375,0,102.0,0,65.94,0.452,99.25,376,0.0001
2,376,0,101.0,0,66.12,0.3,105.13,377,0.0001
2,377,0,100.0,0,65.1,0.335,97.77,378,0.0001
2,378,0,99.0,0,67.72,0.613,99.07,379,0.0001
2,379,0,98.0,0,67.77,0.469,101.48,380,0.0001
2,380,0,97.0,0,64.85,0.42,105.34,381,0.0001
2,381,0,96.0,0,65.25,0.244,106.89,382,0.0001
2,382,0,95.0,0,66.48,0.328,101.17,383,0.0001
2,383,0,94.0,0,63.48,0.455,102.92,384,0.0001
2,384,0,93.0,0,65.4,0.383,100.13,385,0.0001
2,385,0,92.0,0,66.42,0.439,107.25,386,0.0001
2,386,0,91.0,0,63.64,0.538,102.11,387,0.0001
2,387,0,90.0,0,63.72,0.603,102.29,388,0.0001
2,388,0,89.0,0,63.5,0.414,104.38,389,0.0001
2,389,0,88.0,0,62.94,0.605,103.6,390,0.0001
2,390,0,87.0,0,64.53,0.602,106.09,391,0.0001
2,391,0,86.0,0,66.01,0.469,106.32,392,0.0001
2,392,0,85.0,0,67.52,0.346,101.52,393,0.0001
2,393,0,84.0,0,64.64,0.404,98.5,394,0.0001
2,394,0,83.0,0,66.52,0.459,102.23,395,0.0001
2,395,0,82.0,0,67.37,0.386,101.87,396,0.0001
2,396,0,81.0,0,65.46,0.401,101.74,397,0.0001
2,397,0,80.0,0,66.29,0.449,105.12,398,0.0001
2,398,0,79.0,0,63.73,0.473,98.65,399,0.0001
2,399,0,78.0,0,64.8,0.371,105.2,400,0.0001
2,400,0,77.0,0,66.26,0.507,106.33,401,0.0001
2,401,0,76.0,0,67.44,0.531,100.38,402,0.0001
2,402,0,75.0,0,62.55,0.447,101.16,403,0.0001
2,403,0,74.0,0,63.9,0.417,98.11,404,0.0001
2,404,0,73.0,0,67.53,0.321,100.42,405,0.0001
2,405,0,72.0,0,65.97,0.266,104.17,406,0.0001
2,406,0,71.0,0,66.62,0.418,99.44,407,0.0001
2,407,0,70.0,0,64.28,0.25,105.21,408,0.0001
2,408,0,69.0,0,65.25,0.384,99.74,409,0.0001
2,409,0,68.0,0,66.21,0.648,98.81,410,0.0001
2,410,0,67.0,0,64.35,0.289,103.34,411,0.0001
2,411,0,66.0,0,65.7,0.757,101.37,412,0.0001
2,412,0,65.0,0,64.8,0.433,103.59,413,0.0001
2,413,0,64.0,0,62.89,0.613,102.07,414,0.0001
2,414,0,63.0,0,64.93,0.44,103.88,415,0.0001
2,415,0,62.0,0,69.1,0.508,102.53,416,0.0001
2,416,0,61.0,0,69.05,0.505,100.57,417,0.0001
2,417,0,60.0,0,64.14,0.576,100.85,418,0.0001
2,418,0,59.0,0,65.67,0.527,97.17,419,0.0001
2,419,0,58.0,0,64.25,0.519,102.32,420,0.0001
2,420,0,57.0,0,65.84,0.553,102.23,421,0.0001
2,421,0,56.0,0,67.85,0.584,99.05,422,0.0001
2,422,0,55.0,0,68.2,0.733,98.41,423,0.0001
2,423,0,54.0,0,67.66,0.709,102.9,424,0.0001
2,424,0,53.0,0,65.95,0.836,101.13,425,0.0001
2,425,0,52.0,0,65.91,0.878,102.12,426,0.0001
2,426,0,51.0,0,65.57,1.007,97.06,427,0.0001
2,427,0,50.0,0,66.46,0.768,101.47,428,0.0001
2,428,0,49.0,0,69.25,0.818,102.73,429,0.0001
2,429,0,48.0,0,69.16,1.014,106.04,430,0.0001
2,430,0,47.0,0,69.02,0.584,98.05,431,0.0001
2,431,0,46.0,0,67.05,0.916,99.2,432,0.0001
2,432,0,45.0,0,67.02,0.8,98.15,433,0.0001
2,433,0,44.0,0,69.03,0.659,100.94,434,0.0001
2,434,0,43.0,0,69.65,0.986,99.14,435,0.0001
2,435,0,42.0,0,68.07,1.009,100.74,436,0.0001
2,436,0,41.0,0,71.95,1.097,97.37,437,0.0001
2,437,0,40.0,0,68.91,1.225,99.12,438,0.0001
2,438,0,39.0,0,69.85,0.849,95.55,439,0.0001
2,439,0,38.0,0,67.47,1.277,97.91,440,0.0001
2,440,0,37.0,0,69.8,1.129,103.57,441,0.0001
2,441,0,36.0,0,73.49,1.035,96.73,442,0.0001
2,442,0,35.0,0,69.47,1.022,97.27,443,0.0001
2,443,0,34.0,0,76.15,1.438,96.74,444,0.0002
2,444,0,33.0,0,71.51,1.311,98.95,445,0.0001
2,445,0,32.0,0,69.88,1.1,100.81,446,0.0001
2,446,0,31.0,0,73.23,1.542,96.57,447,0.0001
2,447,0,30.0,0,75.63,1.314,96.99,448,0.0001
2,448,0,29.0,0,76.06,1.54,94.41,449,0.0012
2,449,0,28.0,0,75.19,1.375,91.8,450,0.0006
2,450,0,27.0,0,74.82,1.653,97.18,451,0.0007
2,451,0,26.0,0,71.96,1.625,96.53,452,0.0011
2,452,0,25.0,0,73.67,1.263,97.13,453,0.0002
2,453,1,24.0,0,76.38,1.652,90.09,454,0.9213
2,454,1,23.0,0,72.45,1.749,96.13,455,0.9882
2,455,1,22.0,0,76.3,1.636,94.88,456,0.9919
2,456,1,21.0,0,74.76,1.665,91.5,457,0.9988
2,457,1,20.0,0,76.51,1.689,95.77,458,0.9988
2,458,1,19.0,0,77.66,1.679,97.72,459,0.9983
2,459,1,18.0,0,74.68,1.868,95.6,460,0.999
2,460,1,17.0,0,79.31,1.588,95.14,461,0.9988
2,461,1,16.0,0,79.53,2.062,86.85,462,0.9989
2,462,1,15.0,0,76.47,1.917,91.03,463,0.9989
2,463,1,14.0,0,80.42,1.887,94.94,464,0.9989
2,464,1,13.0,0,79.36,1.834,89.14,465,0.9989
2,465,1,12.0,0,77.85,2.059,93.83,466,0.9989
2,466,1,11.0,0,78.71,2.197,87.15,467,0.9989
2,467,1,10.0,0,73.9,2.088,91.96,468,0.9983
2,468,1,9.0,0,79.08,2.048,91.6,469,0.9989
2,469,1,8.0,0,83.56,2.198,88.45,470,0.9983
2,470,1,7.0,0,78.92,2.487,89.89,471,0.9983
2,471,1,6.0,0,81.9,2.439,92.41,472,0.9983
2,472,1,5.0,0,79.5,2.45,91.54,473,0.9983
2,473,1,4.0,0,82.4,2.499,87.75,474,0.9989
2,474,1,3.0,0,81.75,2.357,90.76,475,0.9989
2,475,1,2.0,0,81.08,2.51,85.84,476,0.9986
2,476,1,1.0,0,82.41,2.463,88.01,477,0.9985
2,477,1,0.0,1,83.24,2.528,87.45,478,0.9987
2,478,0,825.0,0,61.27,0.583,100.44,1,0.0009
2,479,0,824.0,0,64.56,0.351,104.5,2,0.0
2,480,0,823.0,0,63.37,0.511,104.95,3,0.0001
2,481,0,822.0,0,67.96,0.593,103.55,4,0.0001
2,482,0,821.0,0,62.85,0.605,104.97,5,0.0001
2,483,0,820.0,0,66.51,0.547,102.2,6,0.0001
2,484,0,819.0,0,64.08,0.58,105.19,7,0.0002
2,485,0,818.0,0,63.14,0.56,102.63,8,0.0001
2,486,0,817.0,0,66.61,0.484,104.79,9,0.0001
2,487,0,816.0,0,66.86,0.557,98.59,10,0.0001
2,488,0,815.0,0,66.5,0.457,99.23,11,0.0001
2,489,0,814.0,0,66.29,0.288,104.26,12,0.0001
2,490,0,813.0,0,68.06,0.392,104.33,13,0.0001
2,491,0,812.0,0,65.84,0.53,98.69,14,0.0001
2,492,0,811.0,0,66.12,0.468,103.89,15,0.0001
2,493,0,810.0,0,65.05,0.583,102.74,16,0.0001
2,494,0,809.0,0,66.25,0.616,102.51,17,0.0001
2,495,0,808.0,0,66.82,0.48,103.36,18,0.0001
2,496,0,807.0,0,64.11,0.545,105.1,19,0.0001
2,497,0,806.0,0,64.9,0.548,103.13,20,0.0001
2,498,0,805.0,0,63.09,0.495,105.33,21,0.0001
2,499,0,804.0,0,64.19,0.243,102.58,22,0.0001
2,500,0,803.0,0,63.91,0.678,101.98,23,0.0001
2,501,0,802.0,0,65.05,0.38,102.7,24,0.0001
2,502,0,801.0,0,64.06,0.347,101.93,25,0.0001
2,503,0,800.0,0,63.63,0.61,99.22,26,0.0001
2,504,0,799.0,0,64.93,0.373,98.69,27,0.0001
2,505,0,798.0,0,68.0,0.206,105.66,28,0.0001
2,506,0,797.0,0,62.57,0.465,107.64,29,0.0001
2,507,0,796.0,0,61.3,0.293,105.31,30,0.0001
2,508,0,795.0,0,65.37,0.39,102.01,31,0.0001
2,509,0,794.0,0,63.36,0.469,105.75,32,0.0001
2,510,0,793.0,0,64.39,0.471,105.04,33,0.0001
2,511,0,792.0,0,68.57,0.385,102.83,34,0.0001
2,512,0,791.0,0,64.07,0.378,101.11,35,0.0001
2,513,0,790.0,0,63.95,0.251,97.21,36,0.0001
2,514,0,789.0,0,63.77,0.47,105.06,37,0.0001
2,515,0,788.0,0,64.13,0.435,103.71,38,0.0001
2,516,0,787.0,0,66.37,0.441,101.96,39,0.0001
2,517,0,786.0,0,68.37,0.415,100.89,40,0.0001
2,518,0,785.0,0,62.2,0.505,101.44,41,0.0001
2,519,0,784.0,0,68.43,0.415,104.08,42,0.0001
2,520,0,783.0,0,66.71,0.648,98.88,43,0.0001
2,521,0,782.0,0,67.82,0.456,101.83,44,0.0001
2,522,0,781.0,0,64.52,0.408,101.25,45,0.0001
2,523,0,780.0,0,60.95,0.514,102.24,46,0.0001
2,524,0,779.0,0,63.39,0.447,107.71,47,0.0001
2,525,0,778.0,0,65.73,0.409,106.27,48,0.0001
2,526,0,777.0,0,63.66,0.436,100.74,49,0.0001
2,527,0,776.0,0,64.65,0.54,103.5,50,0.0001
2,528,0,775.0,0,63.78,0.439,102.29,51,0.0001
2,529,0,774.0,0,64.34,0.45,100.32,52,0.0001
2,530,0,773.0,0,63.77,0.459,99.56,53,0.0001
2,531,0,772.0,0,65.79,0.431,99.83,54,0.0001
2,532,0,771.0,0,63.98,0.398,101.69,55,0.0001
2,533,0,770.0,0,65.26,0.429,99.96,56,0.0001
2,534,0,769.0,0,67.57,0.559,102.35,57,0.0001
2,535,0,768.0,0,66.72,0.492,101.45,58,0.0001
2,536,0,767.0,0,65.2,0.765,104.49,59,0.0001
2,537,0,766.0,0,66.88,0.408,103.53,60,0.0001
2,538,0,765.0,0,69.0,0.503,104.68,61,0.0001
2,539,0,764.0,0,67.25,0.529,105.9,62,0.0001
2,540,0,763.0,0,65.46,0.511,100.55,63,0.0001
2,541,0,762.0,0,69.66,0.489,102.34,64,0.0001
2,542,0,761.0,0,67.48,0.397,102.06,65,0.0001
2,543,0,760.0,0,63.69,0.456,101.13,66,0.0001
2,544,0,759.0,0,66.0,0.439,100.62,67,0.0001
2,545,0,758.0,0,64.54,0.44,100.83,68,0.0001
2,546,0,757.0,0,66.68,0.531,102.42,69,0.0001
2,547,0,756.0,0,62.98,0.513,98.98,70,0.0001
2,548,0,755.0,0,65.37,0.459,100.64,71,0.0001
2,549,0,754.0,0,63.6,0.373,107.03,72,0.0001
2,550,0,753.0,0,64.59,0.429,104.39,73,0.0001
2,551,0,752.0,0,65.78,0.576,99.1,74,0.0001
2,552,0,751.0,0,63.16,0.839,101.97,75,0.0001
2,553,0,750.0,0,64.54,0.472,104.46,76,0.0001
2,554,0,749.0,0,62.98,0.486,102.0,77,0.0001
2,555,0,748.0,0,66.22,0.473,100.79,78,0.0001
2,556,0,747.0,0,63.54,0.171,104.43,79,0.0001
2,557,0,746.0,0,62.5,0.407,106.07,80,0.0001
2,558,0,745.0,0,64.32,0.524,101.56,81,0.0001
2,559,0,744.0,0,66.26,0.457,100.84,82,0.0001
2,560,0,743.0,0,67.39,0.422,98.84,83,0.0001
2,561,0,742.0,0,64.48,0.515,99.39,84,0.0001
2,562,0,741.0,0,66.41,0.542,107.17,85,0.0001
2,563,0,740.0,0,63.94,0.529,98.05,86,0.0001
2,564,0,739.0,0,64.32,0.465,103.04,87,0.0001
2,565,0,738.0,0,64.95,0.443,100.59,88,0.0001
2,566,0,737.0,0,64.28,0.488,103.41,89,0.0001
2,567,0,736.0,0,66.15,0.568,104.92,90,0.0001
2,568,0,735.0,0,61.93,0.393,101.68,91,0.0001
2,569,0,734.0,0,63.93,0.574,103.86,92,0.0001
2,570,0,733.0,0,64.86,0.467,105.1,93,0.0001
2,571,0,732.0,0,64.45,0.417,104.24,94,0.0001
2,572,0,731.0,0,65.86,0.616,102.95,95,0.0001
2,573,0,730.0,0,66.34,0.39,99.81,96,0.0001
2,574,0,729.0,0,65.03,0.148,103.04,97,0.0001
2,575,0,728.0,0,66.72,0.462,101.54,98,0.0001
2,576,0,727.0,0,66.92,0.448,104.41,99,0.0001
2,577,0,726.0,0,68.83,0.536,104.31,100,0.0001
2,578,0,725.0,0,65.9,0.482,102.73,101,0.0001
2,579,0,724.0,0,65.16,0.578,98.21,102,0.0001
2,580,0,723.0,0,64.59,0.529,100.05,103,0.0001
2,581,0,722.0,0,64.87,0.373,103.12,104,0.0001
2,582,0,721.0,0,66.54,0.62,103.27,105,0.0001
2,583,0,720.0,0,63.81,0.482,103.43,106,0.0001
2,584,0,719.0,0,67.48,0.207,102.95,107,0.0001
2,585,0,718.0,0,61.9,0.535,103.13,108,0.0001
2,586,0,717.0,0,65.91,0.555,102.99,109,0.0001
2,587,0,716.0,0,63.94,0.493,104.93,110,0.0001
2,588,0,715.0,0,64.85,0.456,99.17,111,0.0001
2,589,0,714.0,0,67.04,0.395,100.29,112,0.0001
2,590,0,713.0,0,64.28,0.354,101.47,113,0.0001
2,591,0,712.0,0,67.24,0.544,105.47,114,0.0001
2,592,0,711.0,0,67.6,0.351,103.21,115,0.0001
2,593,0,710.0,0,67.62,0.716,98.69,116,0.0001
2,594,0,709.0,0,62.6,0.507,101.26,117,0.0001
2,595,0,708.0,0,63.34,0.497,100.18,118,0.0001
2,596,0,707.0,0,61.15,0.45,102.36,119,0.0001
2,597,0,706.0,0,66.14,0.561,102.5,120,0.0001
2,598,0,705.0,0,64.64,0.377,98.13,121,0.0001
2,599,0,704.0,0,64.29,0.567,103.61,122,0.0001
2,600,0,703.0,0,68.57,0.435,97.8,123,0.0001
2,601,0,702.0,0,66.46,0.572,99.27,124,0.0001
